Pitching,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24
"Rick Porcello, W (3-5)",6.2,11,5,4,0,4,0,4.35,30,111,77,47,11,19,7,18,9,0,38.0,,,0.015,0.91,0.01%,0.9,-1.4
Heath Hembree,0.1,1,0,0,0,0,0,4.22,1,3,2,2,0,0,0,1,1,0,,1.0,0.0,0.013,0.45,0.01%,0.44,0.3
Robby Scott,1.0,1,1,1,0,0,1,1.59,4,18,13,8,3,2,2,2,0,0,,0.0,0.0,0.011,0.33,0.01%,0.32,-0.4
Matt Barnes,1.0,0,0,0,0,1,0,3.66,3,13,7,2,1,4,1,1,0,0,,0.0,0.0,0.007,0.09,0.00%,0.09,0.6
Team Totals,9.0,13,6,5,0,5,1,5.0,38,145,99,59,15,25,10,22,10,0,38.0,1.0,0.0,0.046,0.77,0.03%,0.76,-1.0
