0,1,2,0,1,2
1.0,Shin-Soo Choo,DH,1.0,Mookie Betts,RF
2.0,Elvis Andrus,SS,2.0,Dustin Pedroia,2B
3.0,Nomar Mazara,RF,3.0,Xander Bogaerts,SS
4.0,Jonathan Lucroy,C,4.0,Andrew Benintendi,LF
5.0,Rougned Odor,2B,5.0,Hanley Ramirez,DH
6.0,Mike Napoli,1B,6.0,Mitch Moreland,1B
7.0,Joey Gallo,3B,7.0,Jackie Bradley Jr.,CF
8.0,Jared Hoying,CF,8.0,Sandy Leon,C
9.0,Delino DeShields,LF,9.0,Deven Marrero,3B
,Andrew Cashner,P,,Rick Porcello,P
