Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3"
t1,0-0,0,---,"3,(0-2) CSS",O,TOR,Teoscar Hernandez,Eduardo Rodriguez,2%,52%,Strikeout Swinging
t1,0-0,1,---,"3,(0-2) CFX",O,TOR,Kevin Pillar,Eduardo Rodriguez,2%,54%,Lineout: RF (CF-RF)
t1,0-0,2,---,"2,(0-1) FX",O,TOR,Yangervis Solarte,Eduardo Rodriguez,1%,55%,Lineout: 2B (Deep 2B)
,,,,,,,,,"0 runs, 0 hits, 0 errors, 0 LOB. Blue Jays 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Blue Jays 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Blue Jays 0, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Tied 0-0, Blue Jays' Sam Gaviglio facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Blue Jays' Sam Gaviglio facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Blue Jays' Sam Gaviglio facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Blue Jays' Sam Gaviglio facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Blue Jays' Sam Gaviglio facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Blue Jays' Sam Gaviglio facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Blue Jays' Sam Gaviglio facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Blue Jays' Sam Gaviglio facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Blue Jays' Sam Gaviglio facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Blue Jays' Sam Gaviglio facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Blue Jays' Sam Gaviglio facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Blue Jays' Sam Gaviglio facing 1-2-3"
b1,0-0,0,---,"2,(0-1) FX",O,BOS,Andrew Benintendi,Sam Gaviglio,-2%,53%,Groundout: 1B unassisted (Weak 1B)
b1,0-0,1,---,"4,(2-1) BCBX",O,BOS,Xander Bogaerts,Sam Gaviglio,-2%,51%,Groundout: 3B-1B (SS-3B Hole)
b1,0-0,2,---,"4,(1-2) CBCX",O,BOS,J.D. Martinez,Sam Gaviglio,-1%,50%,Groundout: SS-1B (Weak SS)
,,,,,,,,,"0 runs, 0 hits, 0 errors, 0 LOB. Blue Jays 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Blue Jays 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Blue Jays 0, Red Sox 0."
"Top of the 2nd, Blue Jays Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 4-5-6","Top of the 2nd, Blue Jays Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 4-5-6","Top of the 2nd, Blue Jays Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 4-5-6","Top of the 2nd, Blue Jays Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 4-5-6","Top of the 2nd, Blue Jays Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 4-5-6","Top of the 2nd, Blue Jays Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 4-5-6","Top of the 2nd, Blue Jays Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 4-5-6","Top of the 2nd, Blue Jays Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 4-5-6","Top of the 2nd, Blue Jays Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 4-5-6","Top of the 2nd, Blue Jays Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 4-5-6","Top of the 2nd, Blue Jays Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 4-5-6","Top of the 2nd, Blue Jays Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 4-5-6"
t2,0-0,0,---,"4,(1-2) BCSX",O,TOR,Justin Smoak,Eduardo Rodriguez,2%,52%,Groundout: SS-1B
t2,0-0,1,---,"6,(2-2) CCFBBX",O,TOR,Kendrys Morales,Eduardo Rodriguez,2%,54%,Groundout: SS-1B
t2,0-0,2,---,"5,(2-2) FFBBX",O,TOR,Devon Travis,Eduardo Rodriguez,1%,55%,Flyball: LF (LF-CF)
,,,,,,,,,"0 runs, 0 hits, 0 errors, 0 LOB. Blue Jays 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Blue Jays 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Blue Jays 0, Red Sox 0."
