Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Athletics Batting, Tied 0-0, Red Sox' Garrett Richards facing 1-2-3","Top of the 1st, Athletics Batting, Tied 0-0, Red Sox' Garrett Richards facing 1-2-3","Top of the 1st, Athletics Batting, Tied 0-0, Red Sox' Garrett Richards facing 1-2-3","Top of the 1st, Athletics Batting, Tied 0-0, Red Sox' Garrett Richards facing 1-2-3","Top of the 1st, Athletics Batting, Tied 0-0, Red Sox' Garrett Richards facing 1-2-3","Top of the 1st, Athletics Batting, Tied 0-0, Red Sox' Garrett Richards facing 1-2-3","Top of the 1st, Athletics Batting, Tied 0-0, Red Sox' Garrett Richards facing 1-2-3","Top of the 1st, Athletics Batting, Tied 0-0, Red Sox' Garrett Richards facing 1-2-3","Top of the 1st, Athletics Batting, Tied 0-0, Red Sox' Garrett Richards facing 1-2-3","Top of the 1st, Athletics Batting, Tied 0-0, Red Sox' Garrett Richards facing 1-2-3","Top of the 1st, Athletics Batting, Tied 0-0, Red Sox' Garrett Richards facing 1-2-3","Top of the 1st, Athletics Batting, Tied 0-0, Red Sox' Garrett Richards facing 1-2-3"
t1,0-0,0,---,"6,(3-2) BCCBBX",O,OAK,Mark Canha,Garrett Richards,2%,52%,Foul Popfly: 1B (1B into Foul Terr.)
t1,0-0,1,---,"4,(1-2) CSBS",O,OAK,Mitch Moreland,Garrett Richards,2%,54%,Strikeout Swinging
t1,0-0,2,---,"3,(2-0) BBX",O,OAK,Ramon Laureano,Garrett Richards,1%,55%,Foul Popfly: 1B (1B into Foul Terr.)
,,,,,,,,,"0 runs, 0 hits, 0 errors, 0 LOB. Athletics 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Athletics 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Athletics 0, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Tied 0-0, Athletics' Sean Manaea facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Athletics' Sean Manaea facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Athletics' Sean Manaea facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Athletics' Sean Manaea facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Athletics' Sean Manaea facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Athletics' Sean Manaea facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Athletics' Sean Manaea facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Athletics' Sean Manaea facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Athletics' Sean Manaea facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Athletics' Sean Manaea facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Athletics' Sean Manaea facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Athletics' Sean Manaea facing 1-2-3"
b1,0-0,0,---,"2,(0-1) FX",,BOS,Michael Chavis,Sean Manaea,6%,61%,Double to CF (Line Drive)
b1,0-0,0,-2-,"5,(1-2) CBSFX",O,BOS,Alex Verdugo,Sean Manaea,-4%,57%,Lineout: SS (SS-2B)
b1,0-0,1,-2-,"1,(0-0) X",R,BOS,J.D. Martinez,Sean Manaea,8%,64%,Single to CF (Line Drive to Short CF); Chavis Scores
b1,1-0,1,1--,"1,(0-0) X",RR,BOS,Xander Bogaerts,Sean Manaea,14%,78%,Home Run (Fly Ball to Deep LF Line); Martinez Scores
