Pitching,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24
"Sean Manaea, L (3-2)",2,10,7,7,1,2,2,4.4,17,47,36,22,4,10,2,12,7,0,9.0,,,-0.356,0.52,-0.29%,0.7,-6.7
Deolis Guerra,3,1,0,0,0,3,0,2.65,9,36,22,11,7,4,2,4,1,0,,3.0,1.0,0.019,0.09,0.02%,0.12,2.6
Adam Kolarek,1,2,1,0,1,0,0,5.63,6,26,16,11,0,5,4,1,1,0,,0.0,0.0,-0.003,0.04,-0.00%,0.06,-0.4
Reymin Guduan,2,0,0,0,1,1,0,8.38,6,23,16,8,2,6,2,2,1,0,,0.0,0.0,0.001,0.01,0.00%,0.01,1.1
Team Totals,8,13,8,7,3,6,2,7.88,38,132,90,52,13,25,10,19,10,0,9.0,3.0,1.0,-0.339,0.26,-0.27%,0.35,-3.5
