Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Zack Godley facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Zack Godley facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Zack Godley facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Zack Godley facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Zack Godley facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Zack Godley facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Zack Godley facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Zack Godley facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Zack Godley facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Zack Godley facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Zack Godley facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Zack Godley facing 1-2-3"
t1,0-0,0,---,"4,(1-2) FBSX",O,TOR,Cavan Biggio,Zack Godley,-2%,48%,Groundout: SS-1B
t1,0-0,1,---,"6,(2-2) CBSFBX",,TOR,Bo Bichette,Zack Godley,2%,50%,Single to CF (Ground Ball thru SS-2B)
t1,0-0,1,1--,"8,(3-2) *BBFBFFFS",O,TOR,Travis Shaw,Zack Godley,-3%,47%,Strikeout Swinging
t1,0-0,2,1--,"4,(2-1) BBC>S",,TOR,Teoscar Hernandez,Zack Godley,1%,48%,Bichette Steals 2B
t1,0-0,2,-2-,"5,(2-2) BBC>S.S",O,TOR,Teoscar Hernandez,Zack Godley,-3%,45%,Strikeout Swinging
,,,,,,,,,"0 runs, 1 hit, 0 errors, 1 LOB. Blue Jays 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 1 LOB. Blue Jays 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 1 LOB. Blue Jays 0, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Tied 0-0, Blue Jays' Chase Anderson facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Blue Jays' Chase Anderson facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Blue Jays' Chase Anderson facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Blue Jays' Chase Anderson facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Blue Jays' Chase Anderson facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Blue Jays' Chase Anderson facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Blue Jays' Chase Anderson facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Blue Jays' Chase Anderson facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Blue Jays' Chase Anderson facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Blue Jays' Chase Anderson facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Blue Jays' Chase Anderson facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Blue Jays' Chase Anderson facing 1-2-3"
b1,0-0,0,---,"5,(1-2) CCBFS",O,BOS,Alex Verdugo,Chase Anderson,2%,47%,Strikeout Swinging
b1,0-0,1,---,"2,(1-0) BX",O,BOS,Rafael Devers,Chase Anderson,2%,49%,Groundout: 2B-1B (Deep 2B-1B)
