Unnamed: 0,Unnamed: 1,1,2,3,4,5,6,7,8,9,R,H,E
via Sports Logos.net About logos,Toronto Blue Jays,0,0,0,0,0,0,1,1,0,2,9,2
via Sports Logos.net About logos,Boston Red Sox,0,1,0,0,0,0,0,0,0,1,4,1
WP: Anthony Kay (1-0) • LP: Marcus Walden (0-1) • SV: Anthony Bass (3),WP: Anthony Kay (1-0) • LP: Marcus Walden (0-1) • SV: Anthony Bass (3),WP: Anthony Kay (1-0) • LP: Marcus Walden (0-1) • SV: Anthony Bass (3),WP: Anthony Kay (1-0) • LP: Marcus Walden (0-1) • SV: Anthony Bass (3),WP: Anthony Kay (1-0) • LP: Marcus Walden (0-1) • SV: Anthony Bass (3),WP: Anthony Kay (1-0) • LP: Marcus Walden (0-1) • SV: Anthony Bass (3),WP: Anthony Kay (1-0) • LP: Marcus Walden (0-1) • SV: Anthony Bass (3),WP: Anthony Kay (1-0) • LP: Marcus Walden (0-1) • SV: Anthony Bass (3),WP: Anthony Kay (1-0) • LP: Marcus Walden (0-1) • SV: Anthony Bass (3),WP: Anthony Kay (1-0) • LP: Marcus Walden (0-1) • SV: Anthony Bass (3),WP: Anthony Kay (1-0) • LP: Marcus Walden (0-1) • SV: Anthony Bass (3),WP: Anthony Kay (1-0) • LP: Marcus Walden (0-1) • SV: Anthony Bass (3),WP: Anthony Kay (1-0) • LP: Marcus Walden (0-1) • SV: Anthony Bass (3),WP: Anthony Kay (1-0) • LP: Marcus Walden (0-1) • SV: Anthony Bass (3)
