0,1,2
1.0,Danny Santana,1B
2.0,Rafael Devers,3B
3.0,J.D. Martinez,LF
4.0,Xander Bogaerts,DH
5.0,Hunter Renfroe,RF
6.0,Marwin Gonzalez,SS
7.0,Christian Arroyo,2B
8.0,Christian Vazquez,C
9.0,Enrique Hernandez,CF
,Nathan Eovaldi,P
