Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Jose Altuve 2B,6.0,1.0,1.0,1.0,0.0,2.0,6.0,0.293,0.363,0.466,0.829,18.0,14.0,0.043,0.56,0.105,-0.062%,0.04%,0.81,-0.2,1.0,0.0,HR
Carlos Correa SS,5.0,2.0,2.0,0.0,1.0,2.0,6.0,0.29,0.375,0.5,0.875,28.0,20.0,0.024,0.45,0.055,-0.031%,0.02%,0.66,0.3,0.0,2.0,
Alex Bregman 3B,4.0,1.0,3.0,2.0,1.0,0.0,5.0,0.295,0.384,0.464,0.848,19.0,11.0,0.089,0.66,0.11,-0.021%,0.08%,0.95,2.2,2.0,0.0,"HR,2·2B"
Yordan Alvarez LF,4.0,1.0,2.0,1.0,1.0,0.0,5.0,0.299,0.348,0.513,0.861,19.0,11.0,0.056,0.88,0.11,-0.054%,0.05%,1.27,0.4,2.0,0.0,2B
Chas McCormick LF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.197,0.286,0.434,0.72,,,,,,,,,,1.0,0.0,
Yuli Gurriel 1B,5.0,1.0,2.0,1.0,0.0,1.0,5.0,0.335,0.406,0.534,0.94,19.0,15.0,0.007,0.9,0.094,-0.087%,0.01%,1.3,-0.2,4.0,1.0,2B
Michael Brantley DH,5.0,1.0,3.0,1.0,0.0,0.0,5.0,0.313,0.351,0.46,0.811,9.0,8.0,0.052,0.59,0.089,-0.037%,0.04%,0.85,1.0,,,
Kyle Tucker RF,4.0,1.0,2.0,0.0,1.0,1.0,5.0,0.261,0.324,0.482,0.806,24.0,13.0,0.05,0.53,0.084,-0.033%,0.04%,0.76,0.9,0.0,0.0,2·2B
Myles Straw CF,4.0,0.0,2.0,2.0,0.0,1.0,5.0,0.245,0.32,0.296,0.616,21.0,15.0,0.091,0.66,0.113,-0.023%,0.08%,0.96,-0.0,5.0,0.0,"2B,SF"
Garrett Stubbs C,5.0,0.0,0.0,0.0,0.0,1.0,5.0,0.1,0.182,0.1,0.282,12.0,10.0,-0.091,0.63,0.0,-0.091%,-0.08%,0.91,-1.5,11.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,
Jake Odorizzi P,,,,,,,,,,,,,,,,,,,,,0.0,1.0,
Cristian Javier P,,,,,,,,,,,,,,,,,,,,,1.0,0.0,
Team Totals,42.0,8.0,17.0,8.0,4.0,8.0,47.0,0.405,0.447,0.714,1.161,169.0,117.0,0.321,0.65,0.76,-0.439%,0.28%,0.93,2.9,27.0,4.0,
