Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Dodgers Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Dodgers Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Dodgers Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Dodgers Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Dodgers Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Dodgers Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Dodgers Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Dodgers Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Dodgers Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Dodgers Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Dodgers Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Dodgers Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3"
t1,0-0,0,---,"1,(0-0) X",O,LAD,Corey Seager,Eduardo Rodriguez,2%,52%,Flyball: LF (LF Line)
t1,0-0,1,---,"3,(2-0) BBX",O,LAD,Justin Turner,Eduardo Rodriguez,2%,54%,Popfly: 2B (Short CF)
t1,0-0,2,---,"5,(3-1) BBCBB",,LAD,David Freese,Eduardo Rodriguez,-1%,53%,Walk
t1,0-0,2,1--,"7,(3-2) FBBF*BFB",,LAD,Cody Bellinger,Eduardo Rodriguez,-2%,51%,Walk; Freese to 2B
t1,0-0,2,12-,"7,(3-2) CB*BT*BFS",O,LAD,Max Muncy,Eduardo Rodriguez,4%,55%,Strikeout Swinging
,,,,,,,,,"0 runs, 0 hits, 0 errors, 2 LOB. Dodgers 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 2 LOB. Dodgers 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 2 LOB. Dodgers 0, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Tied 0-0, Dodgers' Kenta Maeda facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Dodgers' Kenta Maeda facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Dodgers' Kenta Maeda facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Dodgers' Kenta Maeda facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Dodgers' Kenta Maeda facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Dodgers' Kenta Maeda facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Dodgers' Kenta Maeda facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Dodgers' Kenta Maeda facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Dodgers' Kenta Maeda facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Dodgers' Kenta Maeda facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Dodgers' Kenta Maeda facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Dodgers' Kenta Maeda facing 1-2-3"
b1,0-0,0,---,"5,(2-2) BBCFX",O,BOS,Mookie Betts,Kenta Maeda,-2%,53%,Popfly: 1B (Deep 1B)
b1,0-0,1,---,"3,(0-2) FLX",R,BOS,Rafael Devers,Kenta Maeda,9%,62%,Home Run (Fly Ball to Deep LF-CF)
b1,1-0,1,---,"7,(3-2) CCFBBBS",O,BOS,Xander Bogaerts,Kenta Maeda,-2%,61%,Strikeout Swinging
b1,1-0,2,---,"4,(1-2) CFBX",O,BOS,J.D. Martinez,Kenta Maeda,-1%,60%,Flyball: LF (Short LF-CF)
,,,,,,,,,"1 run, 1 hit, 0 errors, 0 LOB. Dodgers 0, Red Sox 1.","1 run, 1 hit, 0 errors, 0 LOB. Dodgers 0, Red Sox 1.","1 run, 1 hit, 0 errors, 0 LOB. Dodgers 0, Red Sox 1."
