Pitching,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24
"Eduardo Rodriguez, W (10-4)",7,5,1,1,2,10,1,4.43,28,105,67,36,18,13,5,11,2,0,71.0,,,0.373,1.19,0.23%,1.22,3.1
Josh Taylor,1,0,0,0,0,1,0,3.93,3,13,8,5,1,2,0,2,0,0,,0.0,0.0,0.004,0.05,0.00%,0.05,0.6
Hector Velazquez,1,0,0,0,0,1,0,5.52,3,8,6,4,0,2,1,1,0,0,,0.0,0.0,0.001,0.02,0.00%,0.02,0.6
Team Totals,9,5,1,1,2,12,1,1.0,34,126,81,45,19,17,6,14,2,0,71.0,0.0,0.0,0.378,0.99,0.23%,1.01,4.3
