Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Mookie Betts RF,3.0,1.0,1.0,1.0,0.0,0.0,4.0,0.273,0.391,0.468,0.859,16.0,10.0,0.025,0.7,0.064,-0.039%,0.01%,0.71,0.0,1.0,0.0,"2B,SF"
Rafael Devers 3B,3.0,2.0,2.0,2.0,1.0,1.0,4.0,0.327,0.381,0.559,0.939,8.0,7.0,0.164,0.58,0.176,-0.011%,0.10%,0.59,2.0,1.0,3.0,"HR,2B,IW"
Xander Bogaerts SS,4.0,1.0,1.0,3.0,0.0,2.0,4.0,0.294,0.383,0.54,0.923,17.0,12.0,-0.034,0.59,0.031,-0.065%,-0.02%,0.6,1.7,0.0,0.0,HR
J.D. Martinez DH,4.0,0.0,0.0,0.0,0.0,2.0,4.0,0.3,0.372,0.534,0.907,17.0,11.0,-0.047,0.46,0.0,-0.047%,-0.03%,0.47,-0.8,,,
Andrew Benintendi LF,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.27,0.347,0.428,0.775,15.0,8.0,-0.064,0.58,0.0,-0.064%,-0.04%,0.59,-1.1,2.0,0.0,
Christian Vazquez C,4.0,1.0,2.0,1.0,0.0,0.0,4.0,0.302,0.335,0.535,0.869,19.0,15.0,0.063,0.51,0.1,-0.037%,0.04%,0.53,0.9,12.0,0.0,"HR,2B"
Jackie Bradley Jr. CF,2.0,1.0,1.0,0.0,2.0,1.0,4.0,0.235,0.335,0.399,0.734,19.0,8.0,0.021,0.41,0.037,-0.016%,0.01%,0.42,0.6,3.0,0.0,
Michael Chavis 1B,4.0,1.0,0.0,0.0,0.0,1.0,4.0,0.259,0.328,0.46,0.788,13.0,10.0,-0.024,0.55,0.017,-0.041%,-0.01%,0.56,-1.1,7.0,0.0,GDP
Brock Holt 2B,3.0,1.0,1.0,1.0,0.0,0.0,3.0,0.317,0.368,0.413,0.781,7.0,5.0,0.016,0.87,0.064,-0.047%,0.01%,0.89,1.0,1.0,2.0,2B
,,,,,,,,,,,,,,,,,,,,,,,
Eduardo Rodriguez P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Josh Taylor P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Hector Velazquez P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,31.0,8.0,8.0,8.0,3.0,8.0,35.0,0.258,0.314,0.677,0.992,131.0,86.0,0.12,0.57,0.489,-0.367%,0.07%,0.59,3.3,27.0,5.0,
