0,1,2
1.0,Mookie Betts,RF
2.0,Rafael Devers,3B
3.0,Xander Bogaerts,SS
4.0,J.D. Martinez,DH
5.0,Christian Vazquez,C
6.0,Andrew Benintendi,LF
7.0,Michael Chavis,1B
8.0,Jackie Bradley Jr.,CF
9.0,Eduardo Nunez,2B
,David Price,P
