0,1,2
1.0,Chris Taylor,SS
2.0,Justin Turner,DH
3.0,David Freese,1B
4.0,Cody Bellinger,RF
5.0,AJ Pollock,CF
6.0,Max Muncy,3B
7.0,Enrique Hernandez,2B
8.0,Alex Verdugo,LF
9.0,Russell Martin,C
,Hyun Jin Ryu,P
