Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Chris Taylor SS-2B,4.0,1.0,0.0,0.0,1.0,2.0,6.0,0.261,0.334,0.452,0.787,22.0,14.0,-0.038,1.32,0.085,-0.123%,-0.01%,0.34,-0.4,1.0,1.0,HBP
Austin Barnes PH,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.203,0.298,0.346,0.644,4.0,4.0,-0.011,0.36,0.0,-0.011%,-0.00%,0.09,-0.6,,,
Dylan Floro P-P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,
Joe Kelly P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,
Justin Turner DH-3B,6.0,1.0,2.0,0.0,0.0,3.0,6.0,0.296,0.374,0.461,0.834,30.0,19.0,-0.127,1.61,0.084,-0.211%,-0.02%,0.41,-0.1,0.0,0.0,2B
David Freese 1B,5.0,1.0,2.0,0.0,0.0,2.0,5.0,0.305,0.401,0.58,0.981,20.0,15.0,0.028,1.34,0.126,-0.098%,0.00%,0.34,-0.4,9.0,1.0,2B
Joc Pederson PR-LF,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.238,0.333,0.517,0.851,6.0,2.0,0.082,2.41,0.082,0.000%,0.01%,0.61,0.4,1.0,0.0,
Cody Bellinger RF-1B,3.0,1.0,0.0,0.0,2.0,0.0,6.0,0.335,0.432,0.689,1.121,28.0,17.0,-0.014,1.96,0.148,-0.162%,-0.00%,0.5,-0.2,1.0,0.0,IW
AJ Pollock CF,6.0,2.0,3.0,4.0,0.0,2.0,6.0,0.248,0.308,0.393,0.701,26.0,16.0,0.309,2.06,0.459,-0.150%,0.05%,0.53,3.1,1.0,0.0,HR
Max Muncy 3B-2B,4.0,0.0,0.0,1.0,1.0,2.0,6.0,0.264,0.365,0.528,0.893,31.0,19.0,-0.025,1.28,0.109,-0.133%,-0.00%,0.33,0.1,2.0,4.0,HBP
Enrique Hernandez 2B,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.221,0.291,0.405,0.695,20.0,15.0,-0.073,0.67,0.0,-0.073%,-0.01%,0.17,-1.0,2.0,2.0,
Corey Seager PH-SS,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.266,0.345,0.448,0.793,11.0,7.0,-0.106,1.72,0.0,-0.106%,-0.02%,0.43,-1.0,1.0,1.0,
Alex Verdugo LF-RF,5.0,0.0,2.0,1.0,1.0,0.0,6.0,0.307,0.355,0.498,0.853,25.0,15.0,0.101,1.03,0.147,-0.046%,0.01%,0.26,1.0,2.0,1.0,
Russell Martin C,5.0,0.0,0.0,1.0,1.0,2.0,6.0,0.23,0.353,0.302,0.655,38.0,24.0,-0.15,1.45,0.036,-0.186%,-0.02%,0.37,-0.9,15.0,2.0,
,,,,,,,,,,,,,,,,,,,,,,,
Hyun Jin Ryu P,,,,,,,,,,,,,,,,,,,,,1.0,0.0,
Pedro Baez P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Zac Rosscup P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Yimi Garcia P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Kenley Jansen P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,45.0,7.0,9.0,7.0,7.0,15.0,55.0,0.2,0.333,0.311,0.644,261.0,167.0,-0.024,1.45,1.276,-1.299%,-0.00%,0.37,-0.0,36.0,12.0,
