Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
b1,1-1,2,-23,"3,(1-1) BFX",RRR,BOS,Eduardo Nunez,Chris Tillman,22%,78%,Home Run (Fly Ball to Deep LF); Moreland Scores; Devers Scores
t1,0-0,1,1--,"2,(1-0) B1X",,BAL,Jonathan Schoop,Eduardo Rodriguez,-6%,44%,Single to LF (Fly Ball to Deep LF); Mancini to 3B
b2,4-1,1,-2-,"4,(2-1) BCBX",R,BOS,Mookie Betts,Chris Tillman,5%,88%,Double to LF (Line Drive to LF Line); Lin Scores
b1,0-1,1,-2-,"3,(2-0) BBX",,BOS,Mitch Moreland,Chris Tillman,5%,52%,Single to CF (Line Drive to Short CF); Betts to 3B
b1,0-1,0,---,"5,(3-1) BBBCB",,BOS,Mookie Betts,Chris Tillman,4%,49%,Walk
