Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Kevin Kiermaier CF,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.279,0.343,0.451,0.794,12.0,7.0,-0.038,0.42,0.002,-0.040%,-0.01%,0.14,-0.9,3.0,0.0,GDP
Brad Miller 2B,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.19,0.331,0.316,0.648,5.0,3.0,-0.004,0.14,0.0,-0.004%,-0.00%,0.05,-0.6,0.0,0.0,
Cesar Puello LF,4.0,0.0,0.0,0.0,0.0,2.0,4.0,0.125,0.125,0.125,0.25,13.0,10.0,-0.025,0.24,0.0,-0.025%,-0.01%,0.08,-1.7,1.0,1.0,GDP
Evan Longoria 3B,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.266,0.321,0.435,0.757,9.0,5.0,0.015,0.7,0.018,-0.003%,0.00%,0.24,-0.1,0.0,1.0,
Curt Casali PH-C,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.5,0.5,0.5,1.0,5.0,2.0,0.002,0.04,0.003,-0.001%,0.00%,0.01,0.1,6.0,0.0,
Logan Morrison 1B,2.0,0.0,0.0,0.0,1.0,2.0,4.0,0.249,0.352,0.53,0.882,17.0,10.0,0.019,0.25,0.022,-0.003%,0.00%,0.08,-0.1,5.0,0.0,HBP
Trevor Plouffe DH-3B,4.0,0.0,1.0,0.0,0.0,0.0,4.0,0.207,0.275,0.326,0.601,13.0,7.0,-0.048,0.48,0.004,-0.052%,-0.01%,0.16,-0.3,0.0,0.0,
Wilson Ramos C,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.226,0.26,0.36,0.62,4.0,2.0,-0.024,0.46,0.0,-0.024%,-0.01%,0.15,-0.5,5.0,1.0,
Mallex Smith PH-CF,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.272,0.333,0.364,0.697,11.0,6.0,-0.005,0.09,0.0,-0.005%,-0.00%,0.03,-1.0,1.0,0.0,
Adeiny Hechavarria SS,3.0,0.0,0.0,0.0,0.0,2.0,3.0,0.249,0.277,0.372,0.648,8.0,7.0,-0.02,0.25,0.0,-0.020%,-0.00%,0.08,-1.0,0.0,2.0,
Dan Jennings P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,
Brad Boxberger P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,
Jesus Sucre PH,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.258,0.295,0.39,0.685,2.0,1.0,0.0,0.0,0.0,0.000%,0%,0.0,-0.2,,,
Peter Bourjos RF,4.0,0.0,1.0,0.0,0.0,2.0,4.0,0.225,0.275,0.388,0.662,16.0,11.0,-0.009,0.11,0.002,-0.011%,-0.00%,0.04,-0.0,1.0,0.0,
Danny Espinosa 2B-3B-SS,3.0,0.0,3.0,0.0,0.0,0.0,3.0,0.176,0.25,0.285,0.535,8.0,8.0,0.013,0.11,0.013,0.000%,0.00%,0.04,1.1,2.0,1.0,
,,,,,,,,,,,,,,,,,,,,,,,
Matt Andriese P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Jose Alvarado P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Austin Pruitt P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,33.0,0.0,8.0,0.0,1.0,10.0,35.0,0.242,0.286,0.242,0.528,123.0,79.0,-0.124,0.28,0.064,-0.188%,-0.03%,0.09,-5.0,24.0,6.0,
