Unnamed: 0,Unnamed: 1,1,2,3,4,5,6,7,8,9,R,H,E
via Sports Logos.net About logos,Atlanta Braves,2,0,0,0,0,2,1,5,0,10,14,0
via Sports Logos.net About logos,Boston Red Sox,0,0,2,0,0,0,0,1,0,3,8,0
WP: Ian Anderson (2-0) • LP: Robert Stock (0-1),WP: Ian Anderson (2-0) • LP: Robert Stock (0-1),WP: Ian Anderson (2-0) • LP: Robert Stock (0-1),WP: Ian Anderson (2-0) • LP: Robert Stock (0-1),WP: Ian Anderson (2-0) • LP: Robert Stock (0-1),WP: Ian Anderson (2-0) • LP: Robert Stock (0-1),WP: Ian Anderson (2-0) • LP: Robert Stock (0-1),WP: Ian Anderson (2-0) • LP: Robert Stock (0-1),WP: Ian Anderson (2-0) • LP: Robert Stock (0-1),WP: Ian Anderson (2-0) • LP: Robert Stock (0-1),WP: Ian Anderson (2-0) • LP: Robert Stock (0-1),WP: Ian Anderson (2-0) • LP: Robert Stock (0-1),WP: Ian Anderson (2-0) • LP: Robert Stock (0-1),WP: Ian Anderson (2-0) • LP: Robert Stock (0-1)
