Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Dansby Swanson SS,5.0,1.0,2.0,1.0,0.0,1.0,5.0,0.305,0.347,0.489,0.836,12.0,10.0,-0.031,0.82,0.052,-0.083%,-0.01%,0.6,0.3,1.0,1.0,2B
Freddie Freeman 1B,3.0,2.0,1.0,1.0,1.0,0.0,5.0,0.314,0.439,0.545,0.985,22.0,10.0,0.017,0.63,0.062,-0.046%,0.01%,0.46,1.1,7.0,1.0,HBP
Marcell Ozuna DH,5.0,3.0,3.0,6.0,0.0,1.0,5.0,0.302,0.389,0.612,1.002,13.0,8.0,0.203,0.72,0.255,-0.052%,0.09%,0.52,4.2,,,3·HR
Nick Markakis LF,4.0,1.0,0.0,0.0,1.0,2.0,5.0,0.344,0.412,0.557,0.969,22.0,11.0,0.081,0.86,0.117,-0.036%,0.03%,0.63,0.1,4.0,0.0,
Travis d'Arnaud C,5.0,1.0,3.0,0.0,0.0,0.0,5.0,0.325,0.36,0.53,0.89,12.0,9.0,0.081,0.6,0.091,-0.010%,0.03%,0.44,0.7,10.0,0.0,
Austin Riley 3B,5.0,0.0,2.0,1.0,0.0,0.0,5.0,0.248,0.292,0.476,0.768,16.0,10.0,0.075,0.78,0.116,-0.041%,0.03%,0.57,0.4,2.0,2.0,2B
Adam Duvall RF,5.0,0.0,0.0,0.0,0.0,3.0,5.0,0.229,0.279,0.417,0.696,24.0,14.0,-0.136,0.8,0.0,-0.136%,-0.06%,0.58,-2.0,1.0,0.0,
Johan Camargo 2B,5.0,1.0,1.0,0.0,0.0,0.0,5.0,0.202,0.243,0.385,0.629,16.0,11.0,-0.099,0.69,0.009,-0.107%,-0.04%,0.51,-0.9,0.0,4.0,
Ender Inciarte CF,4.0,1.0,2.0,1.0,0.0,0.0,4.0,0.202,0.284,0.262,0.546,17.0,11.0,0.077,1.05,0.122,-0.045%,0.03%,0.77,0.9,1.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,
Ian Anderson P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
A.J. Minter P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Shane Greene P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Huascar Ynoa P,,,,,,,,,,,,,,,,,,,,,1.0,0.0,
Team Totals,41.0,10.0,14.0,10.0,2.0,7.0,44.0,0.341,0.386,0.61,0.996,154.0,94.0,0.268,0.77,0.824,-0.556%,0.12%,0.56,4.8,27.0,8.0,
