Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Alex Verdugo RF,5.0,1.0,2.0,1.0,0.0,0.0,5.0,0.31,0.365,0.524,0.889,23.0,12.0,0.09,0.83,0.135,-0.045%,0.01%,0.1,0.4,0.0,0.0,GDP
Christian Vazquez C,4.0,0.0,1.0,0.0,0.0,1.0,4.0,0.254,0.292,0.404,0.695,14.0,10.0,-0.051,1.0,0.031,-0.082%,-0.00%,0.12,-0.6,8.0,0.0,
Rafael Devers 3B,3.0,0.0,1.0,1.0,1.0,1.0,4.0,0.25,0.301,0.456,0.757,17.0,7.0,0.093,1.04,0.124,-0.032%,0.01%,0.12,0.5,0.0,3.0,
Xander Bogaerts SS,4.0,1.0,1.0,0.0,0.0,2.0,4.0,0.298,0.358,0.556,0.914,13.0,10.0,-0.118,1.06,0.002,-0.119%,-0.01%,0.12,-0.7,0.0,4.0,2B
Michael Chavis 1B,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.205,0.247,0.356,0.603,16.0,11.0,-0.094,0.88,0.0,-0.094%,-0.01%,0.1,-1.2,14.0,0.0,
Jackie Bradley Jr. CF,3.0,0.0,1.0,1.0,0.0,1.0,4.0,0.248,0.316,0.352,0.669,10.0,6.0,0.004,0.64,0.043,-0.039%,0%,0.07,0.8,3.0,0.0,HBP
Yairo Munoz DH,4.0,0.0,1.0,0.0,0.0,1.0,4.0,0.25,0.25,0.5,0.75,18.0,12.0,-0.033,0.72,0.027,-0.060%,-0.00%,0.09,-0.5,,,2B
Tzu-Wei Lin LF,4.0,1.0,1.0,0.0,0.0,2.0,4.0,0.148,0.179,0.148,0.327,15.0,11.0,-0.037,0.94,0.042,-0.080%,-0.00%,0.11,-0.5,1.0,0.0,
Jonathan Arauz 2B,3.0,0.0,0.0,0.0,1.0,1.0,4.0,0.261,0.292,0.304,0.596,18.0,11.0,-0.086,1.01,0.001,-0.087%,-0.01%,0.12,-0.5,1.0,1.0,
,,,,,,,,,,,,,,,,,,,,,,,
Ryan Weber P,,,,,,,,,,,,,,,,,,,,,0.0,1.0,
Josh Taylor P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Robert Stock P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Austin Brice P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Kyle Hart P,,,,,,,,,,,,,,,,,,,,,0.0,1.0,
Jeffrey Springs P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,34.0,3.0,8.0,3.0,2.0,10.0,37.0,0.235,0.297,0.294,0.591,144.0,90.0,-0.232,0.9,0.405,-0.638%,-0.02%,0.1,-2.2,27.0,10.0,
