Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Twins Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3","Top of the 1st, Twins Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3","Top of the 1st, Twins Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3","Top of the 1st, Twins Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3","Top of the 1st, Twins Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3","Top of the 1st, Twins Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3","Top of the 1st, Twins Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3","Top of the 1st, Twins Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3","Top of the 1st, Twins Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3","Top of the 1st, Twins Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3","Top of the 1st, Twins Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3","Top of the 1st, Twins Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3"
t1,0-0,0,---,"1,(0-0) X",O,MIN,Max Kepler,Nathan Eovaldi,-2%,48%,Groundout: 2B-1B (2B-1B)
t1,0-0,1,---,"3,(1-1) CBX",,MIN,Luis Arraez,Nathan Eovaldi,2%,50%,Single to CF (Ground Ball thru SS-2B)
t1,0-0,1,1--,"8,(3-2) BSSBBFFX",OO,MIN,Nelson Cruz,Nathan Eovaldi,-5%,45%,Ground Ball Double Play: SS-2B-1B
,,,,,,,,,"0 runs, 1 hit, 0 errors, 0 LOB. Twins 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 0 LOB. Twins 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 0 LOB. Twins 0, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Tied 0-0, Twins' Martin Perez facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Twins' Martin Perez facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Twins' Martin Perez facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Twins' Martin Perez facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Twins' Martin Perez facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Twins' Martin Perez facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Twins' Martin Perez facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Twins' Martin Perez facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Twins' Martin Perez facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Twins' Martin Perez facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Twins' Martin Perez facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Twins' Martin Perez facing 1-2-3"
b1,0-0,0,---,"1,(0-0) X",O,BOS,Mookie Betts,Martin Perez,2%,47%,Groundout: 2B-1B (SS-2B)
b1,0-0,1,---,"5,(2-2) BBCFC",O,BOS,Xander Bogaerts,Martin Perez,2%,49%,Strikeout Looking
b1,0-0,2,---,"4,(0-2) CFFX",O,BOS,Rafael Devers,Martin Perez,1%,50%,Popfly: 2B (2B-1B)
,,,,,,,,,"0 runs, 0 hits, 0 errors, 0 LOB. Twins 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Twins 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Twins 0, Red Sox 0."
"Top of the 2nd, Twins Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 4-5-6","Top of the 2nd, Twins Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 4-5-6","Top of the 2nd, Twins Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 4-5-6","Top of the 2nd, Twins Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 4-5-6","Top of the 2nd, Twins Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 4-5-6","Top of the 2nd, Twins Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 4-5-6","Top of the 2nd, Twins Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 4-5-6","Top of the 2nd, Twins Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 4-5-6","Top of the 2nd, Twins Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 4-5-6","Top of the 2nd, Twins Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 4-5-6","Top of the 2nd, Twins Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 4-5-6","Top of the 2nd, Twins Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 4-5-6"
t2,0-0,0,---,"7,(1-2) CBFFFFS",O,MIN,Eddie Rosario,Nathan Eovaldi,-2%,48%,Strikeout Swinging
t2,0-0,1,---,"5,(3-1) BBBCB",,MIN,Miguel Sano,Nathan Eovaldi,3%,50%,Walk
t2,0-0,1,1--,"3,(0-2) CCS",O,MIN,Mitch Garver,Nathan Eovaldi,-3%,47%,Strikeout Swinging
t2,0-0,2,1--,"3,(0-2) CFX",O,MIN,Jake Cave,Nathan Eovaldi,-2%,45%,Lineout: LF (Deep LF)
,,,,,,,,,"0 runs, 0 hits, 0 errors, 1 LOB. Twins 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 1 LOB. Twins 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 1 LOB. Twins 0, Red Sox 0."
"Bottom of the 2nd, Red Sox Batting, Tied 0-0, Twins' Martin Perez facing 4-5-6","Bottom of the 2nd, Red Sox Batting, Tied 0-0, Twins' Martin Perez facing 4-5-6","Bottom of the 2nd, Red Sox Batting, Tied 0-0, Twins' Martin Perez facing 4-5-6","Bottom of the 2nd, Red Sox Batting, Tied 0-0, Twins' Martin Perez facing 4-5-6","Bottom of the 2nd, Red Sox Batting, Tied 0-0, Twins' Martin Perez facing 4-5-6","Bottom of the 2nd, Red Sox Batting, Tied 0-0, Twins' Martin Perez facing 4-5-6","Bottom of the 2nd, Red Sox Batting, Tied 0-0, Twins' Martin Perez facing 4-5-6","Bottom of the 2nd, Red Sox Batting, Tied 0-0, Twins' Martin Perez facing 4-5-6","Bottom of the 2nd, Red Sox Batting, Tied 0-0, Twins' Martin Perez facing 4-5-6","Bottom of the 2nd, Red Sox Batting, Tied 0-0, Twins' Martin Perez facing 4-5-6","Bottom of the 2nd, Red Sox Batting, Tied 0-0, Twins' Martin Perez facing 4-5-6","Bottom of the 2nd, Red Sox Batting, Tied 0-0, Twins' Martin Perez facing 4-5-6"
b2,0-0,0,---,"2,(0-1) CX",O,BOS,J.D. Martinez,Martin Perez,2%,47%,Groundout: 3B-1B
b2,0-0,1,---,"2,(0-1) FX",O,BOS,Christian Vazquez,Martin Perez,2%,49%,Flyball: LF (Short LF-CF)
b2,0-0,2,---,"1,(0-0) X",O,BOS,Andrew Benintendi,Martin Perez,1%,50%,Groundout: 3B-1B (SS-3B Hole)
,,,,,,,,,"0 runs, 0 hits, 0 errors, 0 LOB. Twins 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Twins 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Twins 0, Red Sox 0."
"Top of the 3rd, Twins Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 8-9-1","Top of the 3rd, Twins Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 8-9-1","Top of the 3rd, Twins Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 8-9-1","Top of the 3rd, Twins Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 8-9-1","Top of the 3rd, Twins Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 8-9-1","Top of the 3rd, Twins Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 8-9-1","Top of the 3rd, Twins Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 8-9-1","Top of the 3rd, Twins Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 8-9-1","Top of the 3rd, Twins Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 8-9-1","Top of the 3rd, Twins Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 8-9-1","Top of the 3rd, Twins Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 8-9-1","Top of the 3rd, Twins Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 8-9-1"
t3,0-0,0,---,"4,(1-2) CFBS",O,MIN,C.J. Cron,Nathan Eovaldi,-3%,47%,Strikeout Swinging (C-1B)
t3,0-0,1,---,"2,(1-0) BX",O,MIN,Jonathan Schoop,Nathan Eovaldi,-2%,45%,Lineout: RF
t3,0-0,2,---,"8,(2-2) CCFFBFBX",O,MIN,Max Kepler,Nathan Eovaldi,-1%,44%,Groundout: 2B-1B
,,,,,,,,,"0 runs, 0 hits, 0 errors, 0 LOB. Twins 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Twins 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Twins 0, Red Sox 0."
"Bottom of the 3rd, Red Sox Batting, Tied 0-0, Twins' Martin Perez facing 7-8-9","Bottom of the 3rd, Red Sox Batting, Tied 0-0, Twins' Martin Perez facing 7-8-9","Bottom of the 3rd, Red Sox Batting, Tied 0-0, Twins' Martin Perez facing 7-8-9","Bottom of the 3rd, Red Sox Batting, Tied 0-0, Twins' Martin Perez facing 7-8-9","Bottom of the 3rd, Red Sox Batting, Tied 0-0, Twins' Martin Perez facing 7-8-9","Bottom of the 3rd, Red Sox Batting, Tied 0-0, Twins' Martin Perez facing 7-8-9","Bottom of the 3rd, Red Sox Batting, Tied 0-0, Twins' Martin Perez facing 7-8-9","Bottom of the 3rd, Red Sox Batting, Tied 0-0, Twins' Martin Perez facing 7-8-9","Bottom of the 3rd, Red Sox Batting, Tied 0-0, Twins' Martin Perez facing 7-8-9","Bottom of the 3rd, Red Sox Batting, Tied 0-0, Twins' Martin Perez facing 7-8-9","Bottom of the 3rd, Red Sox Batting, Tied 0-0, Twins' Martin Perez facing 7-8-9","Bottom of the 3rd, Red Sox Batting, Tied 0-0, Twins' Martin Perez facing 7-8-9"
