Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
t7,1-1,2,123,"5,(2-2) ..CBBCX",R,MIN,Willians Astudillo,Matt Barnes,17%,70%,Single to RF (Line Drive); Sano Scores; Garver to 3B; Cron to 2B
b9,1-2,1,1--,"3,(0-2) .FSX",O,BOS,Rafael Devers,Taylor Rogers,12%,89%,Groundout: 2B-SS/Forceout at 2B
b4,0-0,0,---,"3,(2-0) BBX",R,BOS,Mookie Betts,Martin Perez,-11%,32%,Home Run (Fly Ball to Deep RF Line)
b9,1-2,2,1--,"5,(2-2) BSBFX",O,BOS,J.D. Martinez,Taylor Rogers,11%,100%,Double to LF (Fly Ball to Deep LF Line); Devers out at Hm
t5,0-1,0,123,"3,(0-2) CFX",ROO,MIN,C.J. Cron,Nathan Eovaldi,-11%,48%,Ground Ball Double Play: SS-2B-1B (SS-2B); Sano Scores/No RBI; Garver to 3B
