Pitching,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24
"Nick Martinez, L (1-3)",5,7,4,4,2,4,1,4.69,23,95,59,35,6,18,8,9,4,0,39.0,,,-0.16,0.63,-0.09%,0.63,-1.2
Dario Alvarez,0,0,0,0,1,0,0,3.48,2,11,3,0,1,2,0,0,0,0,,0.0,0.0,-0.05,0.69,-0.03%,0.68,-1.0
Tony Barnette,1,0,0,0,0,1,0,5.3,2,8,7,3,2,2,1,0,0,0,,2.0,0.0,0.084,0.94,0.05%,0.93,1.6
Keone Kela,1,0,0,0,2,2,0,3.71,5,22,11,4,3,4,1,0,0,0,,0.0,0.0,0.027,0.65,0.02%,0.64,0.6
Alex Claudio,1,3,2,2,0,0,1,2.86,6,21,16,9,3,4,3,3,1,0,,0.0,0.0,-0.048,0.18,-0.03%,0.18,-1.4
Team Totals,8,10,6,6,5,7,2,6.75,38,157,96,51,15,30,13,12,5,0,39.0,2.0,0.0,-0.147,0.59,-0.09%,0.58,-1.6
