Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
b3,2-0,0,1--,"5,(1-2) 1CC*BFX",RR,BOS,Xander Bogaerts,Nick Martinez,10%,89%,Home Run (Line Drive to Deep LF); Pedroia Scores
b1,1-0,2,12-,"4,(1-2) CSBX",R,BOS,Mitch Moreland,Nick Martinez,9%,73%,Single to RF (Line Drive to Short CF-RF); Benintendi Scores; Ramirez to 3B
b1,0-0,2,-2-,"4,(2-1) >C.BBX",R,BOS,Andrew Benintendi,Nick Martinez,9%,62%,Single to CF (Line Drive); Bogaerts Scores
t6,1-4,1,-2-,"3,(1-1) 11.BSX",R,TEX,Nomar Mazara,Drew Pomeranz,-7%,77%,Single to CF (Ground Ball thru SS-2B); DeShields Scores
t4,0-4,0,---,"2,(0-1) CX",R,TEX,Elvis Andrus,Drew Pomeranz,-6%,80%,Home Run (Fly Ball to Deep LF)
