Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Rangers Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Rangers Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Rangers Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Rangers Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Rangers Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Rangers Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Rangers Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Rangers Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Rangers Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Rangers Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Rangers Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Rangers Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3"
t1,0-0,0,---,"4,(1-2) CSBS",O,TEX,Delino DeShields,Drew Pomeranz,2%,52%,Strikeout Swinging
t1,0-0,1,---,"6,(3-2) BBCBCS",O,TEX,Elvis Andrus,Drew Pomeranz,2%,54%,Strikeout Swinging
t1,0-0,2,---,"4,(2-1) BCBX",,TEX,Nomar Mazara,Drew Pomeranz,-1%,53%,Single to LF (Ground Ball thru SS-3B Hole)
t1,0-0,2,1--,"2,(0-1) CX",O,TEX,Jonathan Lucroy,Drew Pomeranz,2%,55%,Groundout: SS-2B/Forceout at 2B
,,,,,,,,,"0 runs, 1 hit, 0 errors, 1 LOB. Rangers 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 1 LOB. Rangers 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 1 LOB. Rangers 0, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Tied 0-0, Rangers' Nick Martinez facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Rangers' Nick Martinez facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Rangers' Nick Martinez facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Rangers' Nick Martinez facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Rangers' Nick Martinez facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Rangers' Nick Martinez facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Rangers' Nick Martinez facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Rangers' Nick Martinez facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Rangers' Nick Martinez facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Rangers' Nick Martinez facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Rangers' Nick Martinez facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Rangers' Nick Martinez facing 1-2-3"
b1,0-0,0,---,"3,(1-1) CBX",O,BOS,Mookie Betts,Nick Martinez,-2%,53%,Groundout: 2B-1B
b1,0-0,1,---,"2,(1-0) BX",O,BOS,Dustin Pedroia,Nick Martinez,-2%,51%,Flyball: RF (Short RF Line)
b1,0-0,2,---,"2,(0-1) CX",,BOS,Xander Bogaerts,Nick Martinez,1%,52%,Single to LF (Ground Ball thru SS-3B Hole)
b1,0-0,2,1--,"1,(0-0) >C",,BOS,Andrew Benintendi,Nick Martinez,1%,53%,Bogaerts Steals 2B
b1,0-0,2,-2-,"4,(2-1) >C.BBX",R,BOS,Andrew Benintendi,Nick Martinez,9%,62%,Single to CF (Line Drive); Bogaerts Scores
b1,1-0,2,1--,"5,(3-1) 1*BBBF>S",,BOS,Hanley Ramirez,Nick Martinez,1%,63%,Benintendi Steals 2B
b1,1-0,2,-2-,"6,(3-2) 1*BBBF>S.B",,BOS,Hanley Ramirez,Nick Martinez,1%,64%,Walk
