0,1,2
1.0,Cavan Biggio,2B
2.0,Bo Bichette,SS
3.0,Lourdes Gurriel Jr.,LF
4.0,Rowdy Tellez,DH
5.0,Vladimir Guerrero Jr.,1B
6.0,Randal Grichuk,CF
7.0,Travis Shaw,3B
8.0,Teoscar Hernandez,RF
9.0,Danny Jansen,C
,Tanner Roark,P
