0,1,2
1.0,George Springer,RF
2.0,Alex Bregman,3B
3.0,Jose Altuve,2B
4.0,Carlos Correa,SS
5.0,Evan Gattis,DH
6.0,Marwin Gonzalez,LF
7.0,Yuli Gurriel,1B
8.0,Cameron Maybin,CF
9.0,Brian McCann,C
,Brad Peacock,P
