Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Marcus Semien SS,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.311,0.388,0.475,0.864,16.0,12.0,-0.08,0.74,0.0,-0.080%,-0.04%,0.57,-1.1,1.0,6.0,
Robbie Grossman LF,3.0,1.0,1.0,1.0,1.0,0.0,4.0,0.221,0.326,0.377,0.702,18.0,9.0,0.002,0.51,0.032,-0.030%,0.00%,0.39,0.8,2.0,0.0,HR
Matt Chapman 3B,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.282,0.382,0.564,0.945,13.0,10.0,-0.077,0.72,0.0,-0.077%,-0.04%,0.56,-1.1,0.0,2.0,
Khris Davis DH,3.0,0.0,0.0,0.0,1.0,1.0,4.0,0.218,0.285,0.487,0.772,19.0,12.0,-0.047,0.6,0.011,-0.058%,-0.02%,0.46,-0.4,,,
Stephen Piscotty RF,3.0,0.0,0.0,0.0,1.0,1.0,4.0,0.256,0.331,0.413,0.744,23.0,14.0,-0.018,0.59,0.027,-0.044%,-0.01%,0.45,-0.5,3.0,0.0,
Kendrys Morales 1B,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.162,0.284,0.216,0.5,14.0,11.0,-0.056,0.54,0.0,-0.056%,-0.03%,0.42,-0.9,10.0,0.0,
Chad Pinder 2B,3.0,0.0,0.0,0.0,0.0,1.0,3.0,0.281,0.316,0.449,0.765,10.0,7.0,-0.048,0.57,0.0,-0.048%,-0.02%,0.44,-0.7,0.0,3.0,
Ramon Laureano CF,3.0,0.0,1.0,0.0,0.0,2.0,3.0,0.234,0.291,0.355,0.646,13.0,10.0,0.018,0.6,0.039,-0.022%,0.01%,0.47,-0.1,1.0,0.0,
Nick Hundley C,3.0,0.0,1.0,0.0,0.0,1.0,3.0,0.19,0.227,0.214,0.442,12.0,7.0,-0.028,0.68,0.015,-0.043%,-0.01%,0.53,-0.3,7.0,0.0,2B
,,,,,,,,,,,,,,,,,,,,,,,
Aaron Brooks P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Liam Hendriks P,,,,,,,,,,,,,,,,,,,,,0.0,1.0,
Ryan Buchter P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Joakim Soria P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,30.0,1.0,3.0,1.0,3.0,9.0,33.0,0.1,0.182,0.233,0.415,138.0,92.0,-0.334,0.62,0.124,-0.458%,-0.15%,0.48,-4.3,24.0,12.0,
