Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Athletics Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Athletics Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Athletics Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Athletics Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Athletics Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Athletics Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Athletics Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Athletics Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Athletics Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Athletics Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Athletics Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Athletics Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3"
t1,0-0,0,---,"4,(0-2) CCFX",O,OAK,Marcus Semien,Rick Porcello,2%,52%,Popfly: 1B (2B-1B)
t1,0-0,1,---,"1,(0-0) X",O,OAK,Robbie Grossman,Rick Porcello,2%,54%,Flyball: CF (Deep CF)
t1,0-0,2,---,"3,(0-2) CFC",O,OAK,Matt Chapman,Rick Porcello,1%,55%,Strikeout Looking
,,,,,,,,,"0 runs, 0 hits, 0 errors, 0 LOB. Athletics 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Athletics 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Athletics 0, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Tied 0-0, Athletics' Aaron Brooks facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Athletics' Aaron Brooks facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Athletics' Aaron Brooks facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Athletics' Aaron Brooks facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Athletics' Aaron Brooks facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Athletics' Aaron Brooks facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Athletics' Aaron Brooks facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Athletics' Aaron Brooks facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Athletics' Aaron Brooks facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Athletics' Aaron Brooks facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Athletics' Aaron Brooks facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Athletics' Aaron Brooks facing 1-2-3"
b1,0-0,0,---,"3,(1-1) CBX",O,BOS,Andrew Benintendi,Aaron Brooks,-2%,53%,Groundout: SS-1B (SS-2B)
b1,0-0,1,---,"2,(1-0) BX",R,BOS,Mookie Betts,Aaron Brooks,9%,62%,Home Run (Fly Ball to Deep CF)
b1,1-0,1,---,"3,(1-1) CBX",O,BOS,J.D. Martinez,Aaron Brooks,-2%,61%,Groundout: SS-1B
b1,1-0,2,---,"3,(0-2) CSS",O,BOS,Xander Bogaerts,Aaron Brooks,-1%,60%,Strikeout Swinging
