Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
b4,2-0,1,1--,"5,(3-1) FBBBX",RR,BOS,Mitch Moreland,Aaron Brooks,12%,89%,Home Run (Fly Ball to Deep CF); Chavis Scores
b1,0-0,1,---,"2,(1-0) BX",R,BOS,Mookie Betts,Aaron Brooks,9%,62%,Home Run (Fly Ball to Deep CF)
b2,1-0,2,1-3,"2,(1-0) BX",R,BOS,Sandy Leon,Aaron Brooks,8%,73%,Single to RF (Ground Ball); Chavis Scores; Bradley to 2B
t3,0-2,2,12-,"5,(2-2) CFBBX",O,OAK,Matt Chapman,Rick Porcello,5%,75%,Groundout: SS-2B/Forceout at 2B (SS-3B Hole)
t3,0-2,0,---,"5,(1-2) CFBFX",,OAK,Ramon Laureano,Rick Porcello,-4%,66%,Single to RF (Line Drive)
