Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Mets Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Mets Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Mets Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Mets Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Mets Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Mets Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Mets Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Mets Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Mets Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Mets Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Mets Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Mets Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3"
t1,0-0,0,---,"1,(0-0) X",O,NYM,Amed Rosario,Chris Sale,2%,52%,Flyball: CF (Deep CF)
t1,0-0,1,---,"5,(3-1) CBBBX",O,NYM,Jeff McNeil,Chris Sale,2%,54%,Groundout: 1B-P
t1,0-0,2,---,"4,(1-2) BSSX",O,NYM,Wilmer Flores,Chris Sale,1%,55%,Groundout: 3B-1B (SS-3B Hole)
,,,,,,,,,"0 runs, 0 hits, 0 errors, 0 LOB. Mets 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Mets 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Mets 0, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Tied 0-0, Mets' Jacob deGrom facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Mets' Jacob deGrom facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Mets' Jacob deGrom facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Mets' Jacob deGrom facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Mets' Jacob deGrom facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Mets' Jacob deGrom facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Mets' Jacob deGrom facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Mets' Jacob deGrom facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Mets' Jacob deGrom facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Mets' Jacob deGrom facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Mets' Jacob deGrom facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Mets' Jacob deGrom facing 1-2-3"
b1,0-0,0,---,"8,(3-2) CSBFFBBC",O,BOS,Mookie Betts,Jacob deGrom,-2%,53%,Strikeout Looking
b1,0-0,1,---,"3,(0-2) TCS",O,BOS,Brock Holt,Jacob deGrom,-2%,51%,Strikeout Swinging
b1,0-0,2,---,"6,(2-2) BCBCFX",O,BOS,Andrew Benintendi,Jacob deGrom,-1%,50%,Groundout: 2B-1B (Deep 2B-1B)
,,,,,,,,,"0 runs, 0 hits, 0 errors, 0 LOB. Mets 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Mets 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Mets 0, Red Sox 0."
"Top of the 2nd, Mets Batting, Tied 0-0, Red Sox' Chris Sale facing 4-5-6","Top of the 2nd, Mets Batting, Tied 0-0, Red Sox' Chris Sale facing 4-5-6","Top of the 2nd, Mets Batting, Tied 0-0, Red Sox' Chris Sale facing 4-5-6","Top of the 2nd, Mets Batting, Tied 0-0, Red Sox' Chris Sale facing 4-5-6","Top of the 2nd, Mets Batting, Tied 0-0, Red Sox' Chris Sale facing 4-5-6","Top of the 2nd, Mets Batting, Tied 0-0, Red Sox' Chris Sale facing 4-5-6","Top of the 2nd, Mets Batting, Tied 0-0, Red Sox' Chris Sale facing 4-5-6","Top of the 2nd, Mets Batting, Tied 0-0, Red Sox' Chris Sale facing 4-5-6","Top of the 2nd, Mets Batting, Tied 0-0, Red Sox' Chris Sale facing 4-5-6","Top of the 2nd, Mets Batting, Tied 0-0, Red Sox' Chris Sale facing 4-5-6","Top of the 2nd, Mets Batting, Tied 0-0, Red Sox' Chris Sale facing 4-5-6","Top of the 2nd, Mets Batting, Tied 0-0, Red Sox' Chris Sale facing 4-5-6"
