Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Cubs Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Cubs Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Cubs Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Cubs Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Cubs Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Cubs Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Cubs Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Cubs Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Cubs Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Cubs Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Cubs Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Cubs Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3"
t1,0-0,0,---,"5,(2-2) CFBBS",O,CHC,Kyle Schwarber,Drew Pomeranz,2%,52%,Strikeout Swinging
t1,0-0,1,---,"2,(0-1) CX",R,CHC,Kris Bryant,Drew Pomeranz,-9%,43%,Home Run (Fly Ball to Deep LF-CF)
t1,1-0,1,---,"3,(0-2) CFX",O,CHC,Anthony Rizzo,Drew Pomeranz,1%,44%,Flyball: LF (LF Line)
t1,1-0,2,---,"5,(2-2) BBCFX",O,CHC,Ben Zobrist,Drew Pomeranz,1%,45%,Lineout: RF (CF-RF)
,,,,,,,,,"1 run, 1 hit, 0 errors, 0 LOB. Cubs 1, Red Sox 0.","1 run, 1 hit, 0 errors, 0 LOB. Cubs 1, Red Sox 0.","1 run, 1 hit, 0 errors, 0 LOB. Cubs 1, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Behind 0-1, Cubs' Jake Arrieta facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Cubs' Jake Arrieta facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Cubs' Jake Arrieta facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Cubs' Jake Arrieta facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Cubs' Jake Arrieta facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Cubs' Jake Arrieta facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Cubs' Jake Arrieta facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Cubs' Jake Arrieta facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Cubs' Jake Arrieta facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Cubs' Jake Arrieta facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Cubs' Jake Arrieta facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Cubs' Jake Arrieta facing 1-2-3"
b1,0-1,0,---,"3,(2-0) BBX",O,BOS,Xander Bogaerts,Jake Arrieta,-2%,43%,Groundout: P-1B (P's Left)
b1,0-1,1,---,"4,(2-1) BCBX",R,BOS,Andrew Benintendi,Jake Arrieta,10%,53%,Home Run (Fly Ball to Deep CF-RF)
b1,1-1,1,---,"6,(3-2) CBBBCX",,BOS,Mookie Betts,Jake Arrieta,4%,57%,Double to CF (Line Drive to Deep LF-CF)
