Pitching,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24
"Drew Pomeranz, W (2-1)",6.0,6,2,2,2,7,2,4.15,26,95,63,29,11,23,8,9,5,0,57.0,,,0.128,1.0,0.07%,0.92,1.3
"Robby Scott, H (3)",0.1,0,1,1,1,1,0,2.08,2,11,5,3,1,1,0,0,0,0,,0.0,0.0,-0.003,1.35,-0.00%,1.25,-0.0
"Joe Kelly, H (1)",0.2,2,1,1,0,1,0,2.13,4,17,10,7,1,2,1,2,1,0,,1.0,1.0,-0.1,1.38,-0.06%,1.27,-1.4
"Heath Hembree, H (6)",0.1,2,0,0,0,0,0,1.42,3,3,3,3,0,0,1,2,2,0,,0.0,0.0,-0.088,2.22,-0.05%,2.06,-0.4
"Fernando Abad, H (1)",0.2,0,0,0,0,2,0,3.86,2,12,7,4,3,0,0,0,0,0,,2.0,0.0,0.214,4.29,0.12%,3.96,1.0
"Craig Kimbrel, S (8)",1.0,1,0,0,0,3,0,1.74,4,19,14,3,8,3,1,0,0,0,,0.0,0.0,0.174,2.65,0.10%,2.45,0.6
Team Totals,9.0,11,4,4,3,14,2,4.0,41,157,102,49,24,29,11,13,8,0,57.0,3.0,1.0,0.325,1.46,0.18%,1.35,1.0
