Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Xander Bogaerts SS,3.0,0.0,1.0,0.0,1.0,1.0,4.0,0.313,0.361,0.328,0.689,15.0,7.0,-0.001,0.71,0.042,-0.043%,-0.00%,0.66,0.5,0.0,1.0,
Andrew Benintendi LF,4.0,1.0,1.0,1.0,0.0,2.0,4.0,0.325,0.394,0.446,0.839,16.0,11.0,0.028,0.61,0.097,-0.070%,0.01%,0.57,-1.0,2.0,0.0,"HR,GDP"
Mookie Betts RF,4.0,1.0,1.0,0.0,0.0,0.0,4.0,0.307,0.373,0.467,0.84,17.0,10.0,-0.06,0.7,0.039,-0.098%,-0.03%,0.65,-1.6,3.0,0.0,2B
Hanley Ramirez DH,4.0,1.0,2.0,1.0,0.0,1.0,4.0,0.25,0.308,0.333,0.641,13.0,10.0,0.06,0.67,0.106,-0.047%,0.03%,0.61,0.4,,,CS
Mitch Moreland 1B,3.0,1.0,1.0,1.0,1.0,1.0,4.0,0.296,0.38,0.519,0.899,25.0,13.0,0.089,0.62,0.112,-0.024%,0.05%,0.58,1.2,5.0,0.0,2B
Dustin Pedroia 2B,3.0,1.0,2.0,0.0,1.0,1.0,4.0,0.261,0.333,0.275,0.609,19.0,10.0,0.039,0.61,0.048,-0.009%,0.02%,0.56,0.9,2.0,4.0,
Jackie Bradley Jr. CF,4.0,0.0,1.0,1.0,0.0,2.0,4.0,0.229,0.3,0.371,0.671,20.0,14.0,-0.005,0.79,0.062,-0.066%,-0.00%,0.73,-0.5,0.0,0.0,GDP
Christian Vazquez C,4.0,0.0,2.0,1.0,0.0,1.0,4.0,0.481,0.517,0.704,1.221,13.0,11.0,0.025,0.64,0.053,-0.028%,0.01%,0.59,0.5,14.0,0.0,
Marco Hernandez 3B,4.0,0.0,2.0,0.0,0.0,1.0,4.0,0.289,0.319,0.311,0.63,10.0,8.0,-0.002,0.57,0.034,-0.035%,-0.00%,0.53,0.1,1.0,1.0,
,,,,,,,,,,,,,,,,,,,,,,,
Drew Pomeranz P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Robby Scott P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Joe Kelly P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Heath Hembree P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Fernando Abad P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Craig Kimbrel P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,33.0,5.0,13.0,5.0,3.0,10.0,36.0,0.394,0.444,0.545,0.99,148.0,94.0,0.173,0.66,0.593,-0.420%,0.10%,0.61,0.6,27.0,6.0,
