Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Mets Batting, Tied 0-0, Red Sox' Matt Hall facing 1-2-3","Top of the 1st, Mets Batting, Tied 0-0, Red Sox' Matt Hall facing 1-2-3","Top of the 1st, Mets Batting, Tied 0-0, Red Sox' Matt Hall facing 1-2-3","Top of the 1st, Mets Batting, Tied 0-0, Red Sox' Matt Hall facing 1-2-3","Top of the 1st, Mets Batting, Tied 0-0, Red Sox' Matt Hall facing 1-2-3","Top of the 1st, Mets Batting, Tied 0-0, Red Sox' Matt Hall facing 1-2-3","Top of the 1st, Mets Batting, Tied 0-0, Red Sox' Matt Hall facing 1-2-3","Top of the 1st, Mets Batting, Tied 0-0, Red Sox' Matt Hall facing 1-2-3","Top of the 1st, Mets Batting, Tied 0-0, Red Sox' Matt Hall facing 1-2-3","Top of the 1st, Mets Batting, Tied 0-0, Red Sox' Matt Hall facing 1-2-3","Top of the 1st, Mets Batting, Tied 0-0, Red Sox' Matt Hall facing 1-2-3","Top of the 1st, Mets Batting, Tied 0-0, Red Sox' Matt Hall facing 1-2-3"
t1,0-0,0,---,"2,(0-1) CX",O,NYM,Amed Rosario,Matt Hall,-2%,48%,Flyball: RF (Deep RF Line)
t1,0-0,1,---,"3,(0-2) CFS",O,NYM,Pete Alonso,Matt Hall,-2%,46%,Strikeout Swinging
t1,0-0,2,---,"1,(0-0) X",O,NYM,Jeff McNeil,Matt Hall,-1%,45%,Groundout: SS-1B (SS-2B)
,,,,,,,,,"0 runs, 0 hits, 0 errors, 0 LOB. Mets 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Mets 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Mets 0, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Tied 0-0, Mets' David Peterson facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Mets' David Peterson facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Mets' David Peterson facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Mets' David Peterson facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Mets' David Peterson facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Mets' David Peterson facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Mets' David Peterson facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Mets' David Peterson facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Mets' David Peterson facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Mets' David Peterson facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Mets' David Peterson facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Mets' David Peterson facing 1-2-3"
b1,0-0,0,---,"2,(1-0) BX",O,BOS,Jose Peraza,David Peterson,2%,47%,Single to LF (Line Drive to Deep LF); Peraza out at 2B/LF-2B
b1,0-0,1,---,"6,(3-2) CBBSBS",O,BOS,J.D. Martinez,David Peterson,2%,49%,Strikeout Swinging
b1,0-0,2,---,"3,(0-2) CFX",O,BOS,Rafael Devers,David Peterson,1%,50%,Groundout: 2B-1B
,,,,,,,,,"0 runs, 1 hit, 0 errors, 0 LOB. Mets 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 0 LOB. Mets 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 0 LOB. Mets 0, Red Sox 0."
"Top of the 2nd, Mets Batting, Tied 0-0, Red Sox' Matt Hall facing 4-5-6","Top of the 2nd, Mets Batting, Tied 0-0, Red Sox' Matt Hall facing 4-5-6","Top of the 2nd, Mets Batting, Tied 0-0, Red Sox' Matt Hall facing 4-5-6","Top of the 2nd, Mets Batting, Tied 0-0, Red Sox' Matt Hall facing 4-5-6","Top of the 2nd, Mets Batting, Tied 0-0, Red Sox' Matt Hall facing 4-5-6","Top of the 2nd, Mets Batting, Tied 0-0, Red Sox' Matt Hall facing 4-5-6","Top of the 2nd, Mets Batting, Tied 0-0, Red Sox' Matt Hall facing 4-5-6","Top of the 2nd, Mets Batting, Tied 0-0, Red Sox' Matt Hall facing 4-5-6","Top of the 2nd, Mets Batting, Tied 0-0, Red Sox' Matt Hall facing 4-5-6","Top of the 2nd, Mets Batting, Tied 0-0, Red Sox' Matt Hall facing 4-5-6","Top of the 2nd, Mets Batting, Tied 0-0, Red Sox' Matt Hall facing 4-5-6","Top of the 2nd, Mets Batting, Tied 0-0, Red Sox' Matt Hall facing 4-5-6"
