Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Amed Rosario SS,5.0,0.0,1.0,2.0,0.0,1.0,5.0,0.286,0.286,0.381,0.667,14.0,13.0,0.061,1.03,0.147,-0.086%,0.04%,1.11,-0.1,3.0,4.0,
Pete Alonso 1B,4.0,1.0,0.0,0.0,1.0,1.0,5.0,0.1,0.182,0.25,0.432,19.0,13.0,-0.09,0.69,0.001,-0.091%,-0.06%,0.75,-1.5,8.0,0.0,
Jeff McNeil 3B,5.0,1.0,2.0,2.0,0.0,0.0,5.0,0.25,0.273,0.35,0.623,9.0,6.0,0.016,0.46,0.053,-0.038%,0.01%,0.49,1.5,0.0,5.0,2B
J.D. Davis LF,3.0,2.0,2.0,2.0,0.0,1.0,4.0,0.25,0.333,0.438,0.771,13.0,10.0,0.173,0.67,0.184,-0.011%,0.11%,0.73,2.2,2.0,1.0,"HR,HBP"
Jake Marisnick CF,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.25,0.25,0.5,1.0,1.0,-0.002,0.07,0.0,-0.002%,-0.00%,0.08,-0.4,0.0,0.0,
Michael Conforto RF,4.0,0.0,1.0,0.0,1.0,3.0,5.0,0.375,0.474,0.625,1.099,25.0,13.0,-0.041,0.52,0.016,-0.056%,-0.03%,0.56,-0.3,4.0,0.0,SB
Yoenis Céspedes DH,4.0,1.0,0.0,0.0,0.0,2.0,5.0,0.143,0.25,0.357,0.607,12.0,8.0,-0.005,0.53,0.036,-0.041%,-0.00%,0.57,-1.2,,,"HBP,GDP"
Robinson Canó 2B,3.0,1.0,2.0,1.0,1.0,0.0,4.0,0.2,0.294,0.267,0.561,17.0,9.0,0.187,0.83,0.187,0.000%,0.12%,0.9,2.7,2.0,4.0,2B
Andres Gimenez PR-2B,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.01,0.0,0.000%,0%,0.01,-0.1,0.0,0.0,
Wilson Ramos C,4.0,0.0,1.0,0.0,0.0,1.0,4.0,0.267,0.313,0.333,0.646,17.0,12.0,-0.073,0.85,0.029,-0.102%,-0.05%,0.92,-0.5,6.0,0.0,
Brandon Nimmo CF-LF,3.0,1.0,1.0,1.0,1.0,0.0,4.0,0.294,0.4,0.412,0.812,13.0,8.0,0.02,0.9,0.048,-0.028%,0.01%,0.97,0.5,2.0,0.0,2B
,,,,,,,,,,,,,,,,,,,,,,,
David Peterson P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Drew Smith P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Justin Wilson P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Dellin Betances P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Hunter Strickland P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,37.0,8.0,10.0,8.0,4.0,9.0,43.0,0.27,0.372,0.432,0.805,141.0,94.0,0.246,0.68,0.701,-0.455%,0.16%,0.73,2.8,27.0,14.0,
