Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Andrew Benintendi CF,4.0,1.0,1.0,1.0,0.0,0.0,5.0,0.242,0.351,0.389,0.74,18.0,11.0,0.004,0.66,0.033,-0.029%,0.00%,0.77,-0.5,5.0,0.0,SF
Hanley Ramirez DH,5.0,1.0,2.0,0.0,0.0,0.0,5.0,0.33,0.4,0.474,0.874,10.0,7.0,0.015,0.45,0.048,-0.032%,0.01%,0.52,-0.1,,,2B
J.D. Martinez LF,4.0,2.0,2.0,0.0,1.0,0.0,5.0,0.337,0.384,0.574,0.958,22.0,13.0,0.041,0.71,0.059,-0.018%,0.03%,0.83,0.6,2.0,0.0,2B
Mitch Moreland 1B,4.0,3.0,3.0,2.0,1.0,0.0,5.0,0.305,0.373,0.559,0.932,18.0,10.0,0.182,1.05,0.21,-0.028%,0.13%,1.22,2.5,2.0,0.0,"HR,2B"
Xander Bogaerts SS,5.0,1.0,3.0,4.0,0.0,0.0,5.0,0.412,0.426,0.745,1.171,22.0,16.0,0.366,1.11,0.393,-0.027%,0.26%,1.29,3.8,1.0,2.0,HR
Rafael Devers 3B,4.0,1.0,0.0,1.0,0.0,2.0,4.0,0.257,0.31,0.429,0.739,20.0,13.0,-0.068,0.6,0.0,-0.068%,-0.05%,0.69,-1.3,0.0,1.0,
Eduardo Nunez 2B,4.0,0.0,1.0,1.0,0.0,0.0,4.0,0.24,0.277,0.375,0.652,12.0,9.0,0.037,0.64,0.072,-0.035%,0.03%,0.74,0.4,2.0,1.0,
Jackie Bradley Jr. RF,3.0,1.0,0.0,0.0,1.0,0.0,4.0,0.195,0.29,0.31,0.6,17.0,9.0,-0.011,0.71,0.039,-0.050%,-0.01%,0.82,0.4,2.0,0.0,
Christian Vazquez C,4.0,0.0,1.0,0.0,0.0,1.0,4.0,0.187,0.247,0.24,0.487,16.0,10.0,0.032,0.56,0.061,-0.029%,0.02%,0.65,0.0,13.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,
Eduardo Rodriguez P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Hector Velazquez P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Carson Smith P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Brian Johnson P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,37.0,10.0,13.0,9.0,3.0,3.0,41.0,0.351,0.39,0.595,0.985,155.0,98.0,0.598,0.73,0.915,-0.316%,0.42%,0.85,5.7,27.0,4.0,
