Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Marlins Batting, Tied 0-0, Red Sox' Nick Pivetta facing 1-2-3","Top of the 1st, Marlins Batting, Tied 0-0, Red Sox' Nick Pivetta facing 1-2-3","Top of the 1st, Marlins Batting, Tied 0-0, Red Sox' Nick Pivetta facing 1-2-3","Top of the 1st, Marlins Batting, Tied 0-0, Red Sox' Nick Pivetta facing 1-2-3","Top of the 1st, Marlins Batting, Tied 0-0, Red Sox' Nick Pivetta facing 1-2-3","Top of the 1st, Marlins Batting, Tied 0-0, Red Sox' Nick Pivetta facing 1-2-3","Top of the 1st, Marlins Batting, Tied 0-0, Red Sox' Nick Pivetta facing 1-2-3","Top of the 1st, Marlins Batting, Tied 0-0, Red Sox' Nick Pivetta facing 1-2-3","Top of the 1st, Marlins Batting, Tied 0-0, Red Sox' Nick Pivetta facing 1-2-3","Top of the 1st, Marlins Batting, Tied 0-0, Red Sox' Nick Pivetta facing 1-2-3","Top of the 1st, Marlins Batting, Tied 0-0, Red Sox' Nick Pivetta facing 1-2-3","Top of the 1st, Marlins Batting, Tied 0-0, Red Sox' Nick Pivetta facing 1-2-3"
t1,0-0,0,---,"5,(3-1) FBBBX",,MIA,Jazz Chisholm Jr.,Nick Pivetta,-3%,47%,Single to LF (Line Drive to Short LF)
t1,0-0,0,1--,"5,(1-2) 11C1FB>FX",,MIA,Starling Marte,Nick Pivetta,-5%,41%,Single to LF (Line Drive to Short LF-CF); Chisholm to 2B
t1,0-0,0,12-,"5,(3-1) BCBBX",O,MIA,Jesus Aguilar,Nick Pivetta,5%,46%,Popfly: 1B (Weak 1B)
t1,0-0,1,12-,"4,(1-2) CFBS",O,MIA,Corey Dickerson,Nick Pivetta,4%,51%,Strikeout Swinging
t1,0-0,2,12-,"4,(1-2) BSFC",O,MIA,Garrett Cooper,Nick Pivetta,4%,55%,Strikeout Looking
,,,,,,,,,"0 runs, 2 hits, 0 errors, 2 LOB. Marlins 0, Red Sox 0.","0 runs, 2 hits, 0 errors, 2 LOB. Marlins 0, Red Sox 0.","0 runs, 2 hits, 0 errors, 2 LOB. Marlins 0, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Tied 0-0, Marlins' Zach Thompson facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Marlins' Zach Thompson facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Marlins' Zach Thompson facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Marlins' Zach Thompson facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Marlins' Zach Thompson facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Marlins' Zach Thompson facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Marlins' Zach Thompson facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Marlins' Zach Thompson facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Marlins' Zach Thompson facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Marlins' Zach Thompson facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Marlins' Zach Thompson facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Marlins' Zach Thompson facing 1-2-3"
b1,0-0,0,---,"4,(1-2) FBFX",O,BOS,Christian Arroyo,Zach Thompson,-2%,53%,Groundout: SS-1B
b1,0-0,1,---,"5,(0-2) CFFFX",O,BOS,Alex Verdugo,Zach Thompson,-2%,51%,Groundout: SS-1B (Deep SS)
b1,0-0,2,---,"3,(0-2) FFX",,BOS,Xander Bogaerts,Zach Thompson,1%,52%,Single to LF (Line Drive to Short LF)
b1,0-0,2,1--,"2,(1-0) BX",,BOS,Rafael Devers,Zach Thompson,3%,55%,Single to CF (Line Drive to CF-RF); Bogaerts to 3B
