0,1,2
1.0,Christian Arroyo,2B
2.0,Alex Verdugo,LF
3.0,Xander Bogaerts,SS
4.0,Rafael Devers,DH
5.0,Hunter Renfroe,RF
6.0,Marwin Gonzalez,3B
7.0,Kevin Plawecki,C
8.0,Enrique Hernandez,CF
9.0,Bobby Dalbec,1B
,Nick Pivetta,P
