0,1,2
1.0,Andrew Benintendi,CF
2.0,Xander Bogaerts,SS
3.0,J.D. Martinez,LF
4.0,Mitch Moreland,1B
5.0,Eduardo Nunez,2B
6.0,Sam Travis,DH
7.0,Rafael Devers,3B
8.0,Christian Vazquez,C
9.0,Jackie Bradley Jr.,RF
,Eduardo Rodriguez,P
