0,1,2
1.0,Niko Goodrum,2B
2.0,Nick Castellanos,RF
3.0,Miguel Cabrera,1B
4.0,Victor Martinez,DH
5.0,James McCann,C
6.0,Leonys Martín,CF
7.0,JaCoby Jones,LF
8.0,José Iglesias,SS
9.0,Ronny Rodriguez,3B
,Blaine Hardy,P
