Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Niko Goodrum 2B,4.0,0.0,0.0,0.0,1.0,1.0,5.0,0.242,0.324,0.447,0.771,20.0,11.0,0.009,0.7,0.058,-0.049%,0.01%,0.64,-0.1,6.0,4.0,
Nick Castellanos RF,5.0,0.0,1.0,0.0,0.0,3.0,5.0,0.333,0.375,0.514,0.889,28.0,17.0,-0.019,0.48,0.032,-0.051%,-0.01%,0.44,-0.3,0.0,0.0,
Miguel Cabrera 1B,4.0,0.0,2.0,0.0,0.0,1.0,4.0,0.314,0.397,0.483,0.88,22.0,16.0,-0.008,0.86,0.054,-0.062%,-0.00%,0.79,0.1,13.0,0.0,
Victor Martinez DH,3.0,0.0,0.0,0.0,1.0,0.0,4.0,0.247,0.313,0.36,0.673,20.0,11.0,-0.064,1.08,0.019,-0.083%,-0.03%,0.99,-0.8,,,
James McCann C,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.249,0.308,0.367,0.675,21.0,14.0,-0.125,1.2,0.0,-0.125%,-0.07%,1.1,-1.6,3.0,0.0,
Leonys Martín CF,4.0,0.0,1.0,0.0,0.0,0.0,4.0,0.254,0.324,0.44,0.764,21.0,14.0,-0.025,0.52,0.015,-0.040%,-0.01%,0.47,-0.4,0.0,0.0,
JaCoby Jones LF,3.0,1.0,2.0,0.0,1.0,0.0,4.0,0.224,0.274,0.388,0.661,17.0,7.0,0.065,0.52,0.069,-0.004%,0.04%,0.47,0.6,1.0,1.0,3B
José Iglesias SS,4.0,0.0,1.0,1.0,0.0,0.0,4.0,0.256,0.305,0.372,0.677,14.0,9.0,0.007,1.11,0.09,-0.083%,0.00%,1.01,-0.3,0.0,4.0,
Ronny Rodriguez 3B,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.105,0.1,0.105,0.205,11.0,10.0,-0.064,0.59,0.0,-0.064%,-0.03%,0.55,-1.0,0.0,2.0,
,,,,,,,,,,,,,,,,,,,,,,,
Blaine Hardy P,,,,,,,,,,,,,,,,,,,,,0.0,3.0,
Buck Farmer P,,,,,,,,,,,,,,,,,,,,,0.0,1.0,
Louis Coleman P,,,,,,,,,,,,,,,,,,,,,1.0,0.0,
Zac Reininger P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,35.0,1.0,7.0,1.0,3.0,7.0,38.0,0.2,0.263,0.257,0.52,174.0,109.0,-0.224,0.77,0.337,-0.561%,-0.12%,0.71,-3.8,24.0,15.0,
