0,1,2,0,1,2
1.0,Niko Goodrum,2B,1.0,Andrew Benintendi,CF
2.0,Nick Castellanos,RF,2.0,Xander Bogaerts,SS
3.0,Miguel Cabrera,1B,3.0,J.D. Martinez,LF
4.0,Victor Martinez,DH,4.0,Mitch Moreland,1B
5.0,James McCann,C,5.0,Eduardo Nunez,2B
6.0,Leonys Martín,CF,6.0,Sam Travis,DH
7.0,JaCoby Jones,LF,7.0,Rafael Devers,3B
8.0,José Iglesias,SS,8.0,Christian Vazquez,C
9.0,Ronny Rodriguez,3B,9.0,Jackie Bradley Jr.,RF
,Blaine Hardy,P,,Eduardo Rodriguez,P
