Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Ozzie Albies 2B,5.0,0.0,0.0,0.0,0.0,3.0,5.0,0.268,0.315,0.545,0.861,18.0,15.0,-0.044,0.4,0.0,-0.044%,-0.03%,0.51,-1.2,3.0,3.0,
Ronald Acuna Jr. RF,3.0,1.0,1.0,0.0,1.0,2.0,4.0,0.265,0.326,0.453,0.779,24.0,14.0,-0.018,0.41,0.009,-0.026%,-0.01%,0.53,0.2,3.0,0.0,
Preston Tucker PR-LF,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.278,0.313,0.456,0.768,2.0,2.0,0.001,0.02,0.001,0.000%,0.00%,0.03,0.3,1.0,0.0,
Freddie Freeman 1B,4.0,0.0,1.0,2.0,1.0,0.0,5.0,0.325,0.424,0.541,0.965,18.0,9.0,0.031,0.3,0.052,-0.020%,0.02%,0.38,1.7,8.0,1.0,2B
Nick Markakis LF-RF,4.0,1.0,0.0,0.0,1.0,0.0,5.0,0.34,0.409,0.512,0.921,22.0,13.0,0.007,0.38,0.037,-0.030%,0.01%,0.49,-1.2,0.0,0.0,
Kurt Suzuki DH,5.0,1.0,3.0,1.0,0.0,1.0,5.0,0.264,0.326,0.457,0.784,12.0,10.0,0.049,0.46,0.066,-0.016%,0.04%,0.59,1.6,,,2B
Ender Inciarte CF,5.0,0.0,1.0,0.0,0.0,0.0,5.0,0.259,0.317,0.361,0.678,8.0,5.0,-0.048,0.49,0.014,-0.062%,-0.04%,0.63,-1.5,1.0,0.0,2B
Tyler Flowers C,3.0,1.0,1.0,3.0,1.0,2.0,4.0,0.286,0.407,0.429,0.835,19.0,11.0,0.199,0.73,0.223,-0.024%,0.15%,0.94,1.9,10.0,0.0,HR
Dansby Swanson SS,2.0,1.0,0.0,0.0,2.0,1.0,4.0,0.275,0.322,0.423,0.745,21.0,11.0,0.021,0.37,0.035,-0.014%,0.02%,0.47,0.3,0.0,1.0,
Charlie Culberson 3B,4.0,1.0,1.0,0.0,0.0,1.0,4.0,0.204,0.271,0.296,0.567,15.0,12.0,0.036,0.29,0.049,-0.014%,0.03%,0.37,0.2,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,
Mike Foltynewicz P,,,,,,,,,,,,,,,,,,,,,1.0,1.0,
A.J. Minter P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Arodys Vizcaino P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,36.0,7.0,9.0,6.0,6.0,10.0,42.0,0.25,0.357,0.417,0.774,159.0,102.0,0.234,0.41,0.486,-0.250%,0.18%,0.53,2.2,27.0,6.0,
