Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Braves Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Braves Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Braves Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Braves Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Braves Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Braves Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Braves Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Braves Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Braves Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Braves Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Braves Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Braves Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3"
t1,0-0,0,---,"4,(1-2) SBCS",O,ATL,Ozzie Albies,Chris Sale,-2%,48%,Strikeout Swinging
t1,0-0,1,---,"5,(1-2) CSFBS",O,ATL,Ronald Acuna Jr.,Chris Sale,-2%,46%,Strikeout Swinging
t1,0-0,2,---,"6,(3-2) BBBCFX",O,ATL,Freddie Freeman,Chris Sale,-1%,45%,Lineout: RF
,,,,,,,,,"0 runs, 0 hits, 0 errors, 0 LOB. Braves 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Braves 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Braves 0, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Tied 0-0, Braves' Mike Foltynewicz facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Braves' Mike Foltynewicz facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Braves' Mike Foltynewicz facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Braves' Mike Foltynewicz facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Braves' Mike Foltynewicz facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Braves' Mike Foltynewicz facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Braves' Mike Foltynewicz facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Braves' Mike Foltynewicz facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Braves' Mike Foltynewicz facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Braves' Mike Foltynewicz facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Braves' Mike Foltynewicz facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Braves' Mike Foltynewicz facing 1-2-3"
b1,0-0,0,---,"3,(2-0) BBX",O,BOS,Andrew Benintendi,Mike Foltynewicz,2%,47%,Lineout: RF (CF-RF)
b1,0-0,1,---,"4,(1-2) BFCS",O,BOS,Xander Bogaerts,Mike Foltynewicz,2%,49%,Strikeout Swinging
b1,0-0,2,---,"3,(1-1) CBX",O,BOS,Mitch Moreland,Mike Foltynewicz,1%,50%,Lineout: CF (Deep LF-CF)
,,,,,,,,,"0 runs, 0 hits, 0 errors, 0 LOB. Braves 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Braves 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Braves 0, Red Sox 0."
"Top of the 2nd, Braves Batting, Tied 0-0, Red Sox' Chris Sale facing 4-5-6","Top of the 2nd, Braves Batting, Tied 0-0, Red Sox' Chris Sale facing 4-5-6","Top of the 2nd, Braves Batting, Tied 0-0, Red Sox' Chris Sale facing 4-5-6","Top of the 2nd, Braves Batting, Tied 0-0, Red Sox' Chris Sale facing 4-5-6","Top of the 2nd, Braves Batting, Tied 0-0, Red Sox' Chris Sale facing 4-5-6","Top of the 2nd, Braves Batting, Tied 0-0, Red Sox' Chris Sale facing 4-5-6","Top of the 2nd, Braves Batting, Tied 0-0, Red Sox' Chris Sale facing 4-5-6","Top of the 2nd, Braves Batting, Tied 0-0, Red Sox' Chris Sale facing 4-5-6","Top of the 2nd, Braves Batting, Tied 0-0, Red Sox' Chris Sale facing 4-5-6","Top of the 2nd, Braves Batting, Tied 0-0, Red Sox' Chris Sale facing 4-5-6","Top of the 2nd, Braves Batting, Tied 0-0, Red Sox' Chris Sale facing 4-5-6","Top of the 2nd, Braves Batting, Tied 0-0, Red Sox' Chris Sale facing 4-5-6"
t2,0-0,0,---,"8,(3-2) CBBBCFFB",,ATL,Nick Markakis,Chris Sale,4%,54%,Walk
t2,0-0,0,1--,"2,(1-0) BX",,ATL,Kurt Suzuki,Chris Sale,6%,59%,Single to LF (Line Drive to Short LF-CF); Markakis to 2B
t2,0-0,0,12-,"1,(0-0) X",O,ATL,Ender Inciarte,Chris Sale,-5%,54%,Bunt Popfly: 3B (Weak 3B)
t2,0-0,1,12-,"3,(0-2) CSX",RRR,ATL,Tyler Flowers,Chris Sale,22%,76%,Home Run (Fly Ball to Deep LF); Markakis Scores; Suzuki Scores
t2,3-0,1,---,"6,(2-2) BBCCFS",O,ATL,Dansby Swanson,Chris Sale,-1%,75%,Strikeout Swinging
