Pitching,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24
Drew Pomeranz,6.2,7,1,1,1,4,0,3.46,27,106,65,35,14,16,10,11,8,0,59.0,,,0.302,1.2,0.32%,2.09,2.6
"Brandon Workman, H (1)",0.1,1,0,0,0,1,0,2.25,2,6,5,1,3,1,0,1,1,0,,1.0,0.0,0.035,2.12,0.04%,3.69,0.3
"Matt Barnes, BS (2), L (6-3)",0.0,3,4,3,0,0,0,3.6,4,18,11,6,2,3,4,0,0,0,,0.0,0.0,-0.612,3.11,-0.64%,5.41,-3.5
Robby Scott,0.2,1,0,0,0,1,0,3.38,3,7,5,2,2,1,1,1,0,0,,2.0,2.0,-0.088,1.19,-0.09%,2.06,-0.3
Heath Hembree,1.1,0,0,0,0,1,0,3.54,4,23,15,11,3,1,1,2,0,0,,1.0,0.0,0.048,0.44,0.05%,0.76,0.9
Team Totals,9.0,12,5,4,1,7,0,4.0,40,160,101,55,24,22,16,15,9,0,59.0,4.0,2.0,-0.315,1.36,-0.33%,2.37,-0.0
