0,1,2,0,1,2
1.0,Whit Merrifield,2B,1.0,Mookie Betts,RF
2.0,Jorge Bonifacio,RF,2.0,Eduardo Nunez,2B
3.0,Lorenzo Cain,CF,3.0,Andrew Benintendi,LF
4.0,Eric Hosmer,1B,4.0,Hanley Ramirez,DH
5.0,Salvador Perez,DH,5.0,Jackie Bradley Jr.,CF
6.0,Alcides Escobar,SS,6.0,Xander Bogaerts,SS
7.0,Alex Gordon,LF,7.0,Mitch Moreland,1B
8.0,Ramon Torres,3B,8.0,Christian Vazquez,C
9.0,Drew Butera,C,9.0,Rafael Devers,3B
,Jason Hammel,P,,Drew Pomeranz,P
