Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Royals Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Royals Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Royals Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Royals Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Royals Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Royals Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Royals Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Royals Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Royals Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Royals Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Royals Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Royals Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3"
t1,0-0,0,---,"5,(2-2) BFFBX",O,KCR,Whit Merrifield,Drew Pomeranz,-2%,48%,Popfly: SS (SS-2B)
t1,0-0,1,---,"6,(3-2) CBBSBS",O,KCR,Jorge Bonifacio,Drew Pomeranz,-2%,46%,Strikeout Swinging (C-1B)
t1,0-0,2,---,"2,(1-0) BX",,KCR,Lorenzo Cain,Drew Pomeranz,1%,47%,Single to RF (Ground Ball thru 2B-1B)
t1,0-0,2,1--,"4,(1-2) BCCS",O,KCR,Eric Hosmer,Drew Pomeranz,-2%,45%,Strikeout Swinging
,,,,,,,,,"0 runs, 1 hit, 0 errors, 1 LOB. Royals 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 1 LOB. Royals 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 1 LOB. Royals 0, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Tied 0-0, Royals' Jason Hammel facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Royals' Jason Hammel facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Royals' Jason Hammel facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Royals' Jason Hammel facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Royals' Jason Hammel facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Royals' Jason Hammel facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Royals' Jason Hammel facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Royals' Jason Hammel facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Royals' Jason Hammel facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Royals' Jason Hammel facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Royals' Jason Hammel facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Royals' Jason Hammel facing 1-2-3"
b1,0-0,0,---,"4,(1-2) BCCX",O,BOS,Mookie Betts,Jason Hammel,2%,47%,Groundout: 2B-1B (SS-2B)
b1,0-0,1,---,"5,(2-2) CFBBX",O,BOS,Eduardo Nunez,Jason Hammel,2%,49%,Groundout: SS-1B
b1,0-0,2,---,"4,(1-2) BFSX",O,BOS,Andrew Benintendi,Jason Hammel,1%,50%,Groundout: 1B unassisted
