Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, White Sox Batting, Tied 0-0, Red Sox' Nick Pivetta facing 1-2-3","Top of the 1st, White Sox Batting, Tied 0-0, Red Sox' Nick Pivetta facing 1-2-3","Top of the 1st, White Sox Batting, Tied 0-0, Red Sox' Nick Pivetta facing 1-2-3","Top of the 1st, White Sox Batting, Tied 0-0, Red Sox' Nick Pivetta facing 1-2-3","Top of the 1st, White Sox Batting, Tied 0-0, Red Sox' Nick Pivetta facing 1-2-3","Top of the 1st, White Sox Batting, Tied 0-0, Red Sox' Nick Pivetta facing 1-2-3","Top of the 1st, White Sox Batting, Tied 0-0, Red Sox' Nick Pivetta facing 1-2-3","Top of the 1st, White Sox Batting, Tied 0-0, Red Sox' Nick Pivetta facing 1-2-3","Top of the 1st, White Sox Batting, Tied 0-0, Red Sox' Nick Pivetta facing 1-2-3","Top of the 1st, White Sox Batting, Tied 0-0, Red Sox' Nick Pivetta facing 1-2-3","Top of the 1st, White Sox Batting, Tied 0-0, Red Sox' Nick Pivetta facing 1-2-3","Top of the 1st, White Sox Batting, Tied 0-0, Red Sox' Nick Pivetta facing 1-2-3"
t1,0-0,0,---,"5,(2-2) BSSBS",O,CHW,Tim Anderson,Nick Pivetta,2%,52%,Strikeout Swinging
t1,0-0,1,---,"8,(3-2) BFBFFFBB",,CHW,Adam Eaton,Nick Pivetta,-2%,50%,Walk
t1,0-0,1,1--,"4,(3-0) B*B1BB",,CHW,Yoan Moncada,Nick Pivetta,-3%,46%,Walk; Eaton to 2B
t1,0-0,1,12-,"1,(0-0) X",R,CHW,José Abreu,Nick Pivetta,-13%,34%,Double to LF (Ground Ball); Eaton Scores; Moncada to 3B
t1,1-0,1,-23,"2,(0-1) CX",RO,CHW,Yermin Mercedes,Nick Pivetta,0%,34%,Groundout: SS-1B; Moncada Scores; Abreu to 3B
t1,2-0,2,--3,"6,(2-2) SBSF*BX",O,CHW,Zack Collins,Nick Pivetta,3%,37%,Popfly: 3B (Front of Home)
,,,,,,,,,"2 runs, 1 hit, 0 errors, 1 LOB. White Sox 2, Red Sox 0.","2 runs, 1 hit, 0 errors, 1 LOB. White Sox 2, Red Sox 0.","2 runs, 1 hit, 0 errors, 1 LOB. White Sox 2, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Behind 0-2, White Sox' Dylan Cease facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-2, White Sox' Dylan Cease facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-2, White Sox' Dylan Cease facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-2, White Sox' Dylan Cease facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-2, White Sox' Dylan Cease facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-2, White Sox' Dylan Cease facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-2, White Sox' Dylan Cease facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-2, White Sox' Dylan Cease facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-2, White Sox' Dylan Cease facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-2, White Sox' Dylan Cease facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-2, White Sox' Dylan Cease facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-2, White Sox' Dylan Cease facing 1-2-3"
b1,0-2,0,---,"3,(1-1) BCX",,BOS,Enrique Hernandez,Dylan Cease,4%,40%,Single to 2B (Fly Ball to Deep 1B)
