Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Royals Batting, Tied 0-0, Red Sox' Andrew Cashner facing 1-2-3","Top of the 1st, Royals Batting, Tied 0-0, Red Sox' Andrew Cashner facing 1-2-3","Top of the 1st, Royals Batting, Tied 0-0, Red Sox' Andrew Cashner facing 1-2-3","Top of the 1st, Royals Batting, Tied 0-0, Red Sox' Andrew Cashner facing 1-2-3","Top of the 1st, Royals Batting, Tied 0-0, Red Sox' Andrew Cashner facing 1-2-3","Top of the 1st, Royals Batting, Tied 0-0, Red Sox' Andrew Cashner facing 1-2-3","Top of the 1st, Royals Batting, Tied 0-0, Red Sox' Andrew Cashner facing 1-2-3","Top of the 1st, Royals Batting, Tied 0-0, Red Sox' Andrew Cashner facing 1-2-3","Top of the 1st, Royals Batting, Tied 0-0, Red Sox' Andrew Cashner facing 1-2-3","Top of the 1st, Royals Batting, Tied 0-0, Red Sox' Andrew Cashner facing 1-2-3","Top of the 1st, Royals Batting, Tied 0-0, Red Sox' Andrew Cashner facing 1-2-3","Top of the 1st, Royals Batting, Tied 0-0, Red Sox' Andrew Cashner facing 1-2-3"
t1,0-0,0,---,"6,(3-2) SBFBBX",O,KCR,Whit Merrifield,Andrew Cashner,-2%,48%,Single to CF (Line Drive to Deep LF-CF); Merrifield out at 2B/CF-2B
,,,,,,,,,Tag play Challenged by BOS manager (Alex Cora): Original call overturned as shown.,Tag play Challenged by BOS manager (Alex Cora): Original call overturned as shown.,Tag play Challenged by BOS manager (Alex Cora): Original call overturned as shown.
t1,0-0,1,---,"3,(0-2) FFS",O,KCR,Alex Gordon,Andrew Cashner,-2%,46%,Strikeout Swinging
t1,0-0,2,---,"3,(0-2) CFX",O,KCR,Hunter Dozier,Andrew Cashner,-1%,45%,Groundout: 3B-1B
,,,,,,,,,"0 runs, 1 hit, 0 errors, 0 LOB. Royals 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 0 LOB. Royals 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 0 LOB. Royals 0, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Tied 0-0, Royals' Jakob Junis facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Royals' Jakob Junis facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Royals' Jakob Junis facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Royals' Jakob Junis facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Royals' Jakob Junis facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Royals' Jakob Junis facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Royals' Jakob Junis facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Royals' Jakob Junis facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Royals' Jakob Junis facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Royals' Jakob Junis facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Royals' Jakob Junis facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Royals' Jakob Junis facing 1-2-3"
b1,0-0,0,---,"3,(2-0) BBX",O,BOS,Mookie Betts,Jakob Junis,2%,47%,Popfly: 2B (Deep 2B-1B)
b1,0-0,1,---,"5,(2-2) BBCSS",O,BOS,Rafael Devers,Jakob Junis,2%,49%,Strikeout Swinging
b1,0-0,2,---,"2,(0-1) FX",,BOS,J.D. Martinez,Jakob Junis,-1%,48%,Single to LF (Line Drive to Deep LF-CF)
