0,1,2
1.0,Mookie Betts,RF
2.0,Rafael Devers,3B
3.0,J.D. Martinez,DH
4.0,Andrew Benintendi,LF
5.0,Brock Holt,SS
6.0,Christian Vazquez,C
7.0,Mitch Moreland,1B
8.0,Michael Chavis,2B
9.0,Jackie Bradley Jr.,CF
,Andrew Cashner,P
