0,1,2
1.0,Xander Bogaerts,SS
2.0,Andrew Benintendi,LF
3.0,Mookie Betts,RF
4.0,Hanley Ramirez,DH
5.0,Mitch Moreland,1B
6.0,Dustin Pedroia,2B
7.0,Jackie Bradley Jr.,CF
8.0,Christian Vazquez,C
9.0,Marco Hernandez,3B
,Steven Wright,P
