Pitching,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24
"John Lackey, W (2-3)",6,8,4,4,1,4,2,5.1,26,93,67,40,7,20,11,10,5,0,43.0,,,-0.105,0.83,-0.07%,0.92,-0.7
"Koji Uehara, H (3)",1,0,0,0,0,1,0,1.86,3,11,8,5,0,3,0,2,2,0,,0.0,0.0,0.088,1.12,0.06%,1.24,0.6
"Hector Rondon, H (4)",1,1,0,0,0,0,0,0.96,3,13,7,5,0,2,2,1,0,0,,0.0,0.0,0.098,2.44,0.07%,2.7,0.6
"Wade Davis, S (6)",1,1,0,0,0,3,0,0.0,4,18,13,5,5,3,1,0,0,0,,0.0,0.0,0.048,1.25,0.03%,1.38,0.6
Team Totals,9,10,4,4,1,8,2,4.0,36,135,95,55,12,28,14,13,7,0,43.0,0.0,0.0,0.129,1.04,0.09%,1.15,1.0
