Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Marwin Gonzalez 2B,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.211,0.31,0.303,0.612,12.0,9.0,-0.15,1.38,0.0,-0.150%,-0.12%,1.77,-1.0,0.0,2.0,
Alex Verdugo CF,3.0,1.0,1.0,0.0,1.0,0.0,4.0,0.298,0.356,0.458,0.814,14.0,8.0,0.133,1.48,0.199,-0.065%,0.10%,1.91,0.6,1.0,0.0,
J.D. Martinez DH,3.0,0.0,0.0,1.0,0.0,1.0,4.0,0.331,0.416,0.632,1.047,18.0,13.0,-0.177,2.26,0.016,-0.193%,-0.14%,2.91,-0.7,,,SF
Xander Bogaerts SS,3.0,0.0,0.0,0.0,1.0,2.0,4.0,0.341,0.395,0.578,0.972,18.0,11.0,0.072,1.72,0.126,-0.054%,0.06%,2.22,-0.0,0.0,1.0,
Rafael Devers 3B,4.0,1.0,1.0,1.0,0.0,2.0,4.0,0.28,0.361,0.576,0.937,14.0,10.0,-0.065,2.45,0.127,-0.192%,-0.05%,3.16,0.0,2.0,2.0,HR
Christian Vazquez C,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.265,0.306,0.372,0.677,15.0,10.0,-0.278,2.46,0.0,-0.278%,-0.21%,3.18,-1.0,9.0,0.0,
Hunter Renfroe RF,3.0,0.0,0.0,0.0,0.0,1.0,3.0,0.218,0.257,0.376,0.633,10.0,7.0,-0.093,1.16,0.0,-0.093%,-0.07%,1.5,-0.5,4.0,0.0,
Franchy Cordero LF,3.0,0.0,0.0,0.0,0.0,2.0,3.0,0.156,0.217,0.195,0.412,10.0,7.0,-0.107,1.36,0.0,-0.107%,-0.08%,1.75,-0.7,4.0,0.0,
Michael Chavis 1B,3.0,0.0,2.0,0.0,0.0,1.0,3.0,0.333,0.333,0.667,1.0,8.0,7.0,0.057,0.97,0.074,-0.016%,0.04%,1.26,0.2,6.0,1.0,
,,,,,,,,,,,,,,,,,,,,,,,
Nathan Eovaldi P,,,,,,,,,,,,,,,,,,,,,1.0,2.0,
Darwinzon Hernandez P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Adam Ottavino P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Hirokazu Sawamura P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,30.0,2.0,4.0,2.0,2.0,11.0,33.0,0.133,0.182,0.233,0.415,119.0,82.0,-0.608,1.73,0.542,-1.148%,-0.47%,2.23,-3.1,27.0,8.0,
