Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3"
t1,0-0,0,---,"3,(0-2) CCH",,NYY,Brett Gardner,Rick Porcello,-4%,47%,Hit By Pitch
t1,0-0,0,1--,"3,(0-2) C1FX",OO,NYY,Giancarlo Stanton,Rick Porcello,7%,54%,Ground Ball Double Play: 2B-SS-1B
t1,0-0,2,---,"7,(1-2) CFFFBFX",O,NYY,Didi Gregorius,Rick Porcello,1%,55%,Popfly: 3B
,,,,,,,,,"0 runs, 0 hits, 0 errors, 0 LOB. Yankees 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Yankees 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Yankees 0, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' Luis Severino facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' Luis Severino facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' Luis Severino facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' Luis Severino facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' Luis Severino facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' Luis Severino facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' Luis Severino facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' Luis Severino facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' Luis Severino facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' Luis Severino facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' Luis Severino facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' Luis Severino facing 1-2-3"
b1,0-0,0,---,"6,(2-2) B.CBCFX",O,BOS,Mookie Betts,Luis Severino,-2%,53%,Groundout: 3B-1B
b1,0-0,1,---,"4,(1-2) FBFX",,BOS,Andrew Benintendi,Luis Severino,4%,57%,Ground-rule Double (Line Drive to RF Line)
b1,0-0,1,-2-,"2,(1-0) BX",RR,BOS,Steve Pearce,Luis Severino,15%,71%,Home Run (Fly Ball to Deep LF Line); Benintendi Scores
b1,2-0,1,---,"6,(2-2) BBCSFX",O,BOS,J.D. Martinez,Luis Severino,-1%,70%,Flyball: RF (RF Line)
b1,2-0,2,---,"6,(3-2) BCFBBB",,BOS,Ian Kinsler,Luis Severino,1%,71%,Walk
b1,2-0,2,1--,"1,(0-0) >B",,BOS,Eduardo Nunez,Luis Severino,1%,72%,Kinsler Steals 2B
b1,2-0,2,-2-,"4,(2-1) >B.CBX",R,BOS,Eduardo Nunez,Luis Severino,7%,79%,Single to 2B (Pop Fly to Short CF-RF); Kinsler Scores
b1,3-0,2,1--,"5,(2-2) 1BCB1FX",O,BOS,Brock Holt,Luis Severino,-1%,77%,Lineout: CF
,,,,,,,,,"3 runs, 3 hits, 0 errors, 1 LOB. Yankees 0, Red Sox 3.","3 runs, 3 hits, 0 errors, 1 LOB. Yankees 0, Red Sox 3.","3 runs, 3 hits, 0 errors, 1 LOB. Yankees 0, Red Sox 3."
"Top of the 2nd, Yankees Batting, Behind 0-3, Red Sox' Rick Porcello facing 4-5-6","Top of the 2nd, Yankees Batting, Behind 0-3, Red Sox' Rick Porcello facing 4-5-6","Top of the 2nd, Yankees Batting, Behind 0-3, Red Sox' Rick Porcello facing 4-5-6","Top of the 2nd, Yankees Batting, Behind 0-3, Red Sox' Rick Porcello facing 4-5-6","Top of the 2nd, Yankees Batting, Behind 0-3, Red Sox' Rick Porcello facing 4-5-6","Top of the 2nd, Yankees Batting, Behind 0-3, Red Sox' Rick Porcello facing 4-5-6","Top of the 2nd, Yankees Batting, Behind 0-3, Red Sox' Rick Porcello facing 4-5-6","Top of the 2nd, Yankees Batting, Behind 0-3, Red Sox' Rick Porcello facing 4-5-6","Top of the 2nd, Yankees Batting, Behind 0-3, Red Sox' Rick Porcello facing 4-5-6","Top of the 2nd, Yankees Batting, Behind 0-3, Red Sox' Rick Porcello facing 4-5-6","Top of the 2nd, Yankees Batting, Behind 0-3, Red Sox' Rick Porcello facing 4-5-6","Top of the 2nd, Yankees Batting, Behind 0-3, Red Sox' Rick Porcello facing 4-5-6"
,,,,,,,,,Mitch Moreland replaces Ian Kinsler (2B) playing 1B batting 5thMookie Betts moves from RF to 2B Steve Pearce moves from 1B to RF,Mitch Moreland replaces Ian Kinsler (2B) playing 1B batting 5thMookie Betts moves from RF to 2B Steve Pearce moves from 1B to RF,Mitch Moreland replaces Ian Kinsler (2B) playing 1B batting 5thMookie Betts moves from RF to 2B Steve Pearce moves from 1B to RF
t2,0-3,0,---,"5,(3-1) ...BBCBX",O,NYY,Aaron Hicks,Rick Porcello,2%,80%,Groundout: 2B-1B
t2,0-3,1,---,"2,(1-0) BX",O,NYY,Gleyber Torres,Rick Porcello,1%,81%,Foul Popfly: C (Behind Home)
t2,0-3,2,---,"3,(0-2) CCS",O,NYY,Greg Bird,Rick Porcello,1%,82%,Strikeout Swinging
,,,,,,,,,"0 runs, 0 hits, 0 errors, 0 LOB. Yankees 0, Red Sox 3.","0 runs, 0 hits, 0 errors, 0 LOB. Yankees 0, Red Sox 3.","0 runs, 0 hits, 0 errors, 0 LOB. Yankees 0, Red Sox 3."
"Bottom of the 2nd, Red Sox Batting, Ahead 3-0, Yankees' Luis Severino facing 8-9-1","Bottom of the 2nd, Red Sox Batting, Ahead 3-0, Yankees' Luis Severino facing 8-9-1","Bottom of the 2nd, Red Sox Batting, Ahead 3-0, Yankees' Luis Severino facing 8-9-1","Bottom of the 2nd, Red Sox Batting, Ahead 3-0, Yankees' Luis Severino facing 8-9-1","Bottom of the 2nd, Red Sox Batting, Ahead 3-0, Yankees' Luis Severino facing 8-9-1","Bottom of the 2nd, Red Sox Batting, Ahead 3-0, Yankees' Luis Severino facing 8-9-1","Bottom of the 2nd, Red Sox Batting, Ahead 3-0, Yankees' Luis Severino facing 8-9-1","Bottom of the 2nd, Red Sox Batting, Ahead 3-0, Yankees' Luis Severino facing 8-9-1","Bottom of the 2nd, Red Sox Batting, Ahead 3-0, Yankees' Luis Severino facing 8-9-1","Bottom of the 2nd, Red Sox Batting, Ahead 3-0, Yankees' Luis Severino facing 8-9-1","Bottom of the 2nd, Red Sox Batting, Ahead 3-0, Yankees' Luis Severino facing 8-9-1","Bottom of the 2nd, Red Sox Batting, Ahead 3-0, Yankees' Luis Severino facing 8-9-1"
b2,3-0,0,---,"4,(1-2) SBCX",O,BOS,Sandy Leon,Luis Severino,-1%,81%,Flyball: CF (Deep CF)
b2,3-0,1,---,"6,(3-2) BFBSBC",O,BOS,Jackie Bradley Jr.,Luis Severino,-1%,80%,Strikeout Looking
b2,3-0,2,---,"2,(0-1) SX",,BOS,Mookie Betts,Luis Severino,1%,81%,Double to LF (Fly Ball to Deep LF Line)
b2,3-0,2,-2-,"5,(3-1) BBFB*B",,BOS,Andrew Benintendi,Luis Severino,0%,81%,Walk
b2,3-0,2,12-,"2,(0-1) FX",O,BOS,Steve Pearce,Luis Severino,-2%,79%,Groundout: SS-2B/Forceout at 2B
,,,,,,,,,"0 runs, 1 hit, 0 errors, 2 LOB. Yankees 0, Red Sox 3.","0 runs, 1 hit, 0 errors, 2 LOB. Yankees 0, Red Sox 3.","0 runs, 1 hit, 0 errors, 2 LOB. Yankees 0, Red Sox 3."
"Top of the 3rd, Yankees Batting, Behind 0-3, Red Sox' Rick Porcello facing 7-8-9","Top of the 3rd, Yankees Batting, Behind 0-3, Red Sox' Rick Porcello facing 7-8-9","Top of the 3rd, Yankees Batting, Behind 0-3, Red Sox' Rick Porcello facing 7-8-9","Top of the 3rd, Yankees Batting, Behind 0-3, Red Sox' Rick Porcello facing 7-8-9","Top of the 3rd, Yankees Batting, Behind 0-3, Red Sox' Rick Porcello facing 7-8-9","Top of the 3rd, Yankees Batting, Behind 0-3, Red Sox' Rick Porcello facing 7-8-9","Top of the 3rd, Yankees Batting, Behind 0-3, Red Sox' Rick Porcello facing 7-8-9","Top of the 3rd, Yankees Batting, Behind 0-3, Red Sox' Rick Porcello facing 7-8-9","Top of the 3rd, Yankees Batting, Behind 0-3, Red Sox' Rick Porcello facing 7-8-9","Top of the 3rd, Yankees Batting, Behind 0-3, Red Sox' Rick Porcello facing 7-8-9","Top of the 3rd, Yankees Batting, Behind 0-3, Red Sox' Rick Porcello facing 7-8-9","Top of the 3rd, Yankees Batting, Behind 0-3, Red Sox' Rick Porcello facing 7-8-9"
t3,0-3,0,---,"2,(0-1) .CX",R,NYY,Miguel Andujar,Rick Porcello,-8%,71%,Home Run (Fly Ball to Deep LF Line)
t3,1-3,0,---,"1,(0-0) X",O,NYY,Austin Romine,Rick Porcello,3%,73%,Groundout: 1B-P
t3,1-3,1,---,"4,(1-2) CBFC",O,NYY,Neil Walker,Rick Porcello,2%,75%,Strikeout Looking
t3,1-3,2,---,"4,(1-2) CBFC",O,NYY,Brett Gardner,Rick Porcello,1%,76%,Strikeout Looking
,,,,,,,,,"1 run, 1 hit, 0 errors, 0 LOB. Yankees 1, Red Sox 3.","1 run, 1 hit, 0 errors, 0 LOB. Yankees 1, Red Sox 3.","1 run, 1 hit, 0 errors, 0 LOB. Yankees 1, Red Sox 3."
"Bottom of the 3rd, Red Sox Batting, Ahead 3-1, Yankees' Luis Severino facing 4-5-6","Bottom of the 3rd, Red Sox Batting, Ahead 3-1, Yankees' Luis Severino facing 4-5-6","Bottom of the 3rd, Red Sox Batting, Ahead 3-1, Yankees' Luis Severino facing 4-5-6","Bottom of the 3rd, Red Sox Batting, Ahead 3-1, Yankees' Luis Severino facing 4-5-6","Bottom of the 3rd, Red Sox Batting, Ahead 3-1, Yankees' Luis Severino facing 4-5-6","Bottom of the 3rd, Red Sox Batting, Ahead 3-1, Yankees' Luis Severino facing 4-5-6","Bottom of the 3rd, Red Sox Batting, Ahead 3-1, Yankees' Luis Severino facing 4-5-6","Bottom of the 3rd, Red Sox Batting, Ahead 3-1, Yankees' Luis Severino facing 4-5-6","Bottom of the 3rd, Red Sox Batting, Ahead 3-1, Yankees' Luis Severino facing 4-5-6","Bottom of the 3rd, Red Sox Batting, Ahead 3-1, Yankees' Luis Severino facing 4-5-6","Bottom of the 3rd, Red Sox Batting, Ahead 3-1, Yankees' Luis Severino facing 4-5-6","Bottom of the 3rd, Red Sox Batting, Ahead 3-1, Yankees' Luis Severino facing 4-5-6"
b3,3-1,0,---,"6,(2-2) FSBFBX",O,BOS,J.D. Martinez,Luis Severino,-2%,75%,Groundout: 3B-1B (SS-3B Hole)
b3,3-1,1,---,"1,(0-0) X",,BOS,Mitch Moreland,Luis Severino,2%,76%,Single to CF (Ground Ball thru SS-2B)
b3,3-1,1,1--,"5,(2-2) BBFFX",O,BOS,Eduardo Nunez,Luis Severino,-2%,74%,Groundout: 3B-2B/Forceout at 2B (SS-3B Hole)
b3,3-1,2,1--,"3,(0-2) 1FFX",O,BOS,Brock Holt,Luis Severino,-2%,73%,Groundout: 2B-1B (2B-1B)
,,,,,,,,,"0 runs, 1 hit, 0 errors, 1 LOB. Yankees 1, Red Sox 3.","0 runs, 1 hit, 0 errors, 1 LOB. Yankees 1, Red Sox 3.","0 runs, 1 hit, 0 errors, 1 LOB. Yankees 1, Red Sox 3."
"Top of the 4th, Yankees Batting, Behind 1-3, Red Sox' Rick Porcello facing 2-3-4","Top of the 4th, Yankees Batting, Behind 1-3, Red Sox' Rick Porcello facing 2-3-4","Top of the 4th, Yankees Batting, Behind 1-3, Red Sox' Rick Porcello facing 2-3-4","Top of the 4th, Yankees Batting, Behind 1-3, Red Sox' Rick Porcello facing 2-3-4","Top of the 4th, Yankees Batting, Behind 1-3, Red Sox' Rick Porcello facing 2-3-4","Top of the 4th, Yankees Batting, Behind 1-3, Red Sox' Rick Porcello facing 2-3-4","Top of the 4th, Yankees Batting, Behind 1-3, Red Sox' Rick Porcello facing 2-3-4","Top of the 4th, Yankees Batting, Behind 1-3, Red Sox' Rick Porcello facing 2-3-4","Top of the 4th, Yankees Batting, Behind 1-3, Red Sox' Rick Porcello facing 2-3-4","Top of the 4th, Yankees Batting, Behind 1-3, Red Sox' Rick Porcello facing 2-3-4","Top of the 4th, Yankees Batting, Behind 1-3, Red Sox' Rick Porcello facing 2-3-4","Top of the 4th, Yankees Batting, Behind 1-3, Red Sox' Rick Porcello facing 2-3-4"
t4,1-3,0,---,"3,(0-2) CSX",O,NYY,Giancarlo Stanton,Rick Porcello,3%,75%,Lineout: CF (Deep CF)
t4,1-3,1,---,"2,(0-1) CX",O,NYY,Didi Gregorius,Rick Porcello,2%,77%,Lineout: CF (Deep CF)
t4,1-3,2,---,"4,(2-1) SBBX",O,NYY,Aaron Hicks,Rick Porcello,1%,78%,Lineout: CF (Deep CF)
,,,,,,,,,"0 runs, 0 hits, 0 errors, 0 LOB. Yankees 1, Red Sox 3.","0 runs, 0 hits, 0 errors, 0 LOB. Yankees 1, Red Sox 3.","0 runs, 0 hits, 0 errors, 0 LOB. Yankees 1, Red Sox 3."
"Bottom of the 4th, Red Sox Batting, Ahead 3-1, Yankees' Luis Severino facing 8-9-1","Bottom of the 4th, Red Sox Batting, Ahead 3-1, Yankees' Luis Severino facing 8-9-1","Bottom of the 4th, Red Sox Batting, Ahead 3-1, Yankees' Luis Severino facing 8-9-1","Bottom of the 4th, Red Sox Batting, Ahead 3-1, Yankees' Luis Severino facing 8-9-1","Bottom of the 4th, Red Sox Batting, Ahead 3-1, Yankees' Luis Severino facing 8-9-1","Bottom of the 4th, Red Sox Batting, Ahead 3-1, Yankees' Luis Severino facing 8-9-1","Bottom of the 4th, Red Sox Batting, Ahead 3-1, Yankees' Luis Severino facing 8-9-1","Bottom of the 4th, Red Sox Batting, Ahead 3-1, Yankees' Luis Severino facing 8-9-1","Bottom of the 4th, Red Sox Batting, Ahead 3-1, Yankees' Luis Severino facing 8-9-1","Bottom of the 4th, Red Sox Batting, Ahead 3-1, Yankees' Luis Severino facing 8-9-1","Bottom of the 4th, Red Sox Batting, Ahead 3-1, Yankees' Luis Severino facing 8-9-1","Bottom of the 4th, Red Sox Batting, Ahead 3-1, Yankees' Luis Severino facing 8-9-1"
b4,3-1,0,---,"6,(2-2) CBBFFX",O,BOS,Sandy Leon,Luis Severino,-2%,77%,Groundout: SS-1B (2B-1B)
b4,3-1,1,---,"8,(3-2) BCBBFFFC",O,BOS,Jackie Bradley Jr.,Luis Severino,-1%,76%,Strikeout Looking
b4,3-1,2,---,"3,(1-1) BFX",O,BOS,Mookie Betts,Luis Severino,-1%,75%,Lineout: CF (Deep CF)
,,,,,,,,,"0 runs, 0 hits, 0 errors, 0 LOB. Yankees 1, Red Sox 3.","0 runs, 0 hits, 0 errors, 0 LOB. Yankees 1, Red Sox 3.","0 runs, 0 hits, 0 errors, 0 LOB. Yankees 1, Red Sox 3."
"Top of the 5th, Yankees Batting, Behind 1-3, Red Sox' Rick Porcello facing 5-6-7","Top of the 5th, Yankees Batting, Behind 1-3, Red Sox' Rick Porcello facing 5-6-7","Top of the 5th, Yankees Batting, Behind 1-3, Red Sox' Rick Porcello facing 5-6-7","Top of the 5th, Yankees Batting, Behind 1-3, Red Sox' Rick Porcello facing 5-6-7","Top of the 5th, Yankees Batting, Behind 1-3, Red Sox' Rick Porcello facing 5-6-7","Top of the 5th, Yankees Batting, Behind 1-3, Red Sox' Rick Porcello facing 5-6-7","Top of the 5th, Yankees Batting, Behind 1-3, Red Sox' Rick Porcello facing 5-6-7","Top of the 5th, Yankees Batting, Behind 1-3, Red Sox' Rick Porcello facing 5-6-7","Top of the 5th, Yankees Batting, Behind 1-3, Red Sox' Rick Porcello facing 5-6-7","Top of the 5th, Yankees Batting, Behind 1-3, Red Sox' Rick Porcello facing 5-6-7","Top of the 5th, Yankees Batting, Behind 1-3, Red Sox' Rick Porcello facing 5-6-7","Top of the 5th, Yankees Batting, Behind 1-3, Red Sox' Rick Porcello facing 5-6-7"
t5,1-3,0,---,"3,(0-2) CCS",O,NYY,Gleyber Torres,Rick Porcello,3%,78%,Strikeout Swinging
t5,1-3,1,---,"3,(0-2) CST",O,NYY,Greg Bird,Rick Porcello,2%,80%,Strikeout Swinging
t5,1-3,2,---,"2,(0-1) CX",O,NYY,Miguel Andujar,Rick Porcello,1%,81%,Flyball: LF (Deep LF-CF)
,,,,,,,,,"0 runs, 0 hits, 0 errors, 0 LOB. Yankees 1, Red Sox 3.","0 runs, 0 hits, 0 errors, 0 LOB. Yankees 1, Red Sox 3.","0 runs, 0 hits, 0 errors, 0 LOB. Yankees 1, Red Sox 3."
"Bottom of the 5th, Red Sox Batting, Ahead 3-1, Yankees' Luis Severino facing 2-3-4","Bottom of the 5th, Red Sox Batting, Ahead 3-1, Yankees' Luis Severino facing 2-3-4","Bottom of the 5th, Red Sox Batting, Ahead 3-1, Yankees' Luis Severino facing 2-3-4","Bottom of the 5th, Red Sox Batting, Ahead 3-1, Yankees' Luis Severino facing 2-3-4","Bottom of the 5th, Red Sox Batting, Ahead 3-1, Yankees' Luis Severino facing 2-3-4","Bottom of the 5th, Red Sox Batting, Ahead 3-1, Yankees' Luis Severino facing 2-3-4","Bottom of the 5th, Red Sox Batting, Ahead 3-1, Yankees' Luis Severino facing 2-3-4","Bottom of the 5th, Red Sox Batting, Ahead 3-1, Yankees' Luis Severino facing 2-3-4","Bottom of the 5th, Red Sox Batting, Ahead 3-1, Yankees' Luis Severino facing 2-3-4","Bottom of the 5th, Red Sox Batting, Ahead 3-1, Yankees' Luis Severino facing 2-3-4","Bottom of the 5th, Red Sox Batting, Ahead 3-1, Yankees' Luis Severino facing 2-3-4","Bottom of the 5th, Red Sox Batting, Ahead 3-1, Yankees' Luis Severino facing 2-3-4"
b5,3-1,0,---,"4,(1-2) CBCX",O,BOS,Andrew Benintendi,Luis Severino,-2%,79%,Flyball: CF (Deep LF-CF)
b5,3-1,1,---,"5,(3-1) BFBBX",O,BOS,Steve Pearce,Luis Severino,-1%,78%,Lineout: LF (Deep LF-CF)
b5,3-1,2,---,"4,(1-2) CCBX",,BOS,J.D. Martinez,Luis Severino,2%,80%,Double to RF (Line Drive to Deep RF Line)
b5,3-1,2,-2-,"2,(0-1) CX",R,BOS,Mitch Moreland,Luis Severino,7%,87%,Single to CF (Ground Ball); Martinez Scores
b5,4-1,2,1--,"2,(0-1) CX",O,BOS,Eduardo Nunez,Luis Severino,-1%,86%,Popfly: SS (Short CF)
