Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Mookie Betts RF-2B-RF,4.0,0.0,1.0,0.0,0.0,0.0,4.0,0.345,0.429,0.653,1.082,13.0,9.0,-0.027,0.43,0.013,-0.040%,-0.01%,0.37,-0.4,0.0,2.0,2B
Andrew Benintendi LF,3.0,1.0,1.0,0.0,1.0,0.0,4.0,0.299,0.381,0.506,0.887,14.0,8.0,0.023,0.53,0.044,-0.021%,0.01%,0.45,0.0,1.0,0.0,2B
Steve Pearce 1B-RF,3.0,1.0,1.0,2.0,1.0,0.0,4.0,0.319,0.392,0.6,0.992,14.0,6.0,0.119,0.68,0.154,-0.035%,0.06%,0.58,1.2,1.0,0.0,HR
Xander Bogaerts SS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.275,0.342,0.513,0.855,,,,,,,,,,0.0,1.0,
J.D. Martinez DH,4.0,1.0,1.0,0.0,0.0,0.0,4.0,0.326,0.393,0.642,1.035,20.0,14.0,-0.026,0.42,0.016,-0.042%,-0.01%,0.36,-0.7,,,"2B,GDP"
Ian Kinsler 2B,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.244,0.308,0.408,0.717,6.0,2.0,0.016,0.44,0.016,0.000%,0.01%,0.38,0.2,0.0,1.0,SB
Mitch Moreland 1B,3.0,0.0,2.0,1.0,0.0,1.0,3.0,0.269,0.34,0.477,0.817,7.0,6.0,0.085,0.47,0.088,-0.003%,0.04%,0.4,0.9,6.0,1.0,
Eduardo Nunez 3B,4.0,0.0,1.0,1.0,0.0,0.0,4.0,0.261,0.289,0.374,0.663,14.0,9.0,0.035,0.54,0.069,-0.033%,0.02%,0.46,0.2,1.0,1.0,
Brock Holt SS-2B,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.263,0.348,0.357,0.705,16.0,12.0,-0.041,0.36,0.0,-0.041%,-0.02%,0.31,-0.8,1.0,1.0,
Sandy Leon C,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.215,0.263,0.328,0.591,13.0,9.0,-0.035,0.45,0.0,-0.035%,-0.02%,0.38,-0.7,10.0,0.0,
Jackie Bradley Jr. CF,2.0,0.0,0.0,0.0,1.0,2.0,3.0,0.214,0.302,0.362,0.664,23.0,13.0,-0.016,0.32,0.005,-0.021%,-0.01%,0.27,-0.2,6.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,
Rick Porcello P,,,,,,,,,,,,,,,,,,,,,1.0,0.0,
Team Totals,30.0,4.0,7.0,4.0,4.0,3.0,34.0,0.233,0.324,0.433,0.757,140.0,88.0,0.133,0.47,0.405,-0.271%,0.07%,0.4,-0.3,27.0,7.0,
