Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Eduardo Nunez 3B,8.0,0.0,2.0,0.0,0.0,1.0,8.0,0.307,0.334,0.454,0.788,27.0,18.0,-0.097,1.47,0.111,-0.208%,-0.07%,1.77,-0.7,2.0,6.0,
Dustin Pedroia 2B,5.0,0.0,2.0,0.0,0.0,0.0,5.0,0.302,0.377,0.402,0.779,16.0,11.0,-0.056,1.14,0.054,-0.110%,-0.04%,1.38,-0.0,0.0,1.0,
Brock Holt 2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.181,0.281,0.219,0.5,,,,,,,,,,3.0,0.0,
Chris Young PH,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.234,0.325,0.39,0.715,2.0,2.0,0.073,2.31,0.073,0.000%,0.05%,2.8,0.4,,,
Deven Marrero 2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.214,0.263,0.318,0.582,,,,,,,,,,0.0,0.0,
Sam Travis PH,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.313,0.4,0.438,0.838,5.0,3.0,-0.074,2.97,0.0,-0.074%,-0.05%,3.59,-0.3,,,
Tzu-Wei Lin 2B,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.278,0.371,0.352,0.723,3.0,2.0,-0.048,1.89,0.0,-0.048%,-0.03%,2.29,-0.2,2.0,2.0,
Andrew Benintendi LF,7.0,1.0,0.0,0.0,1.0,1.0,8.0,0.272,0.357,0.431,0.788,34.0,21.0,-0.282,1.92,0.096,-0.378%,-0.21%,2.32,-1.8,2.0,0.0,GDP
Mookie Betts RF,7.0,2.0,3.0,0.0,1.0,1.0,8.0,0.261,0.34,0.434,0.774,30.0,14.0,0.421,2.05,0.576,-0.154%,0.31%,2.49,1.5,5.0,0.0,2·2B
Hanley Ramirez DH,8.0,0.0,2.0,2.0,0.0,1.0,8.0,0.242,0.325,0.433,0.758,35.0,24.0,-0.079,2.29,0.225,-0.305%,-0.06%,2.77,-0.3,,,2B
Mitch Moreland 1B,7.0,0.0,0.0,1.0,0.0,1.0,7.0,0.247,0.329,0.435,0.763,21.0,16.0,-0.223,2.54,0.113,-0.336%,-0.16%,3.07,-1.7,11.0,3.0,GDP
Xander Bogaerts SS,5.0,0.0,1.0,0.0,2.0,1.0,7.0,0.268,0.331,0.396,0.727,29.0,16.0,-0.149,1.86,0.102,-0.251%,-0.11%,2.25,-0.5,0.0,2.0,SB
Christian Vazquez C,2.0,0.0,0.0,0.0,1.0,1.0,3.0,0.287,0.331,0.4,0.731,15.0,10.0,-0.016,1.18,0.034,-0.049%,-0.01%,1.43,-0.0,13.0,0.0,
Rafael Devers PH,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.284,0.347,0.507,0.854,5.0,3.0,-0.113,3.88,0.0,-0.113%,-0.08%,4.69,-0.3,,,
Sandy Leon C,3.0,0.0,0.0,0.0,0.0,1.0,3.0,0.228,0.29,0.354,0.645,12.0,8.0,-0.148,1.89,0.0,-0.148%,-0.11%,2.29,-0.6,11.0,1.0,
Jackie Bradley Jr. CF,7.0,0.0,0.0,0.0,0.0,2.0,7.0,0.257,0.336,0.421,0.757,23.0,18.0,-0.373,2.03,0.0,-0.373%,-0.27%,2.46,-2.1,5.0,1.0,
,,,,,,,,,,,,,,,,,,,,,,,
Eduardo Rodriguez P,,,,,,,,,,,,,,,,,,,,,1.0,0.0,
Joe Kelly P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Addison Reed P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Craig Kimbrel P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Brandon Workman P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Austin Maddox P,,,,,,,,,,,,,,,,,,,,,1.0,1.0,
Heath Hembree P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Robby Scott P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Blaine Boyer P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Fernando Abad P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Carson Smith P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Hector Velazquez P,,,,,,,,,,,,,,,,,,,,,1.0,0.0,
Team Totals,63.0,3.0,11.0,3.0,5.0,12.0,68.0,0.175,0.235,0.222,0.458,257.0,166.0,-1.164,1.95,1.384,-2.547%,-0.84%,2.36,-6.6,57.0,17.0,
