Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3"
t1,0-0,0,---,"6,(2-2) CBCFBX",,NYY,Brett Gardner,Rick Porcello,3%,53%,Single to CF (Line Drive to Deep CF)
t1,0-0,0,1--,"2,(1-0) B1X",O,NYY,Chase Headley,Rick Porcello,-3%,50%,Lineout: RF
t1,0-0,1,1--,"5,(2-2) BBF1FT",O,NYY,Matt Holliday,Rick Porcello,-3%,47%,Strikeout Swinging
t1,0-0,2,1--,"5,(1-2) 1C>FBF>X",O,NYY,Jacoby Ellsbury,Rick Porcello,-2%,45%,Groundout: SS unassisted/Forceout at 2B (SS-2B)
,,,,,,,,,"0 runs, 1 hit, 0 errors, 1 LOB. Yankees 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 1 LOB. Yankees 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 1 LOB. Yankees 0, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' Luis Severino facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' Luis Severino facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' Luis Severino facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' Luis Severino facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' Luis Severino facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' Luis Severino facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' Luis Severino facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' Luis Severino facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' Luis Severino facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' Luis Severino facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' Luis Severino facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' Luis Severino facing 1-2-3"
b1,0-0,0,---,"4,(2-1) BCBX",O,BOS,Xander Bogaerts,Luis Severino,2%,47%,Groundout: SS-1B
b1,0-0,1,---,"5,(1-2) CCFBX",O,BOS,Andrew Benintendi,Luis Severino,2%,49%,Groundout: 3B-1B
b1,0-0,2,---,"4,(1-2) CCBS",O,BOS,Mookie Betts,Luis Severino,1%,50%,Strikeout Swinging
,,,,,,,,,"0 runs, 0 hits, 0 errors, 0 LOB. Yankees 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Yankees 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Yankees 0, Red Sox 0."
"Top of the 2nd, Yankees Batting, Tied 0-0, Red Sox' Rick Porcello facing 5-6-7","Top of the 2nd, Yankees Batting, Tied 0-0, Red Sox' Rick Porcello facing 5-6-7","Top of the 2nd, Yankees Batting, Tied 0-0, Red Sox' Rick Porcello facing 5-6-7","Top of the 2nd, Yankees Batting, Tied 0-0, Red Sox' Rick Porcello facing 5-6-7","Top of the 2nd, Yankees Batting, Tied 0-0, Red Sox' Rick Porcello facing 5-6-7","Top of the 2nd, Yankees Batting, Tied 0-0, Red Sox' Rick Porcello facing 5-6-7","Top of the 2nd, Yankees Batting, Tied 0-0, Red Sox' Rick Porcello facing 5-6-7","Top of the 2nd, Yankees Batting, Tied 0-0, Red Sox' Rick Porcello facing 5-6-7","Top of the 2nd, Yankees Batting, Tied 0-0, Red Sox' Rick Porcello facing 5-6-7","Top of the 2nd, Yankees Batting, Tied 0-0, Red Sox' Rick Porcello facing 5-6-7","Top of the 2nd, Yankees Batting, Tied 0-0, Red Sox' Rick Porcello facing 5-6-7","Top of the 2nd, Yankees Batting, Tied 0-0, Red Sox' Rick Porcello facing 5-6-7"
t2,0-0,0,---,"4,(1-2) BCFX",,NYY,Starlin Castro,Rick Porcello,4%,54%,Reached on E6 (throw) (Ground Ball)
t2,0-0,0,1--,"1,(0-0) X",RR,NYY,Aaron Judge,Rick Porcello,15%,69%,Home Run (Fly Ball to Deep RF); Castro Scores/unER
t2,2-0,0,---,"4,(1-2) CBFT",O,NYY,Greg Bird,Rick Porcello,-2%,67%,Strikeout Swinging
t2,2-0,1,---,"6,(3-2) CSBBBS",O,NYY,Austin Romine,Rick Porcello,-1%,66%,Strikeout Swinging
t2,2-0,2,---,"4,(0-2) CFFS",O,NYY,Ronald Torreyes,Rick Porcello,-1%,65%,Strikeout Swinging
,,,,,,,,,"2 runs, 1 hit, 1 error, 0 LOB. Yankees 2, Red Sox 0.","2 runs, 1 hit, 1 error, 0 LOB. Yankees 2, Red Sox 0.","2 runs, 1 hit, 1 error, 0 LOB. Yankees 2, Red Sox 0."
"Bottom of the 2nd, Red Sox Batting, Behind 0-2, Yankees' Luis Severino facing 4-5-6","Bottom of the 2nd, Red Sox Batting, Behind 0-2, Yankees' Luis Severino facing 4-5-6","Bottom of the 2nd, Red Sox Batting, Behind 0-2, Yankees' Luis Severino facing 4-5-6","Bottom of the 2nd, Red Sox Batting, Behind 0-2, Yankees' Luis Severino facing 4-5-6","Bottom of the 2nd, Red Sox Batting, Behind 0-2, Yankees' Luis Severino facing 4-5-6","Bottom of the 2nd, Red Sox Batting, Behind 0-2, Yankees' Luis Severino facing 4-5-6","Bottom of the 2nd, Red Sox Batting, Behind 0-2, Yankees' Luis Severino facing 4-5-6","Bottom of the 2nd, Red Sox Batting, Behind 0-2, Yankees' Luis Severino facing 4-5-6","Bottom of the 2nd, Red Sox Batting, Behind 0-2, Yankees' Luis Severino facing 4-5-6","Bottom of the 2nd, Red Sox Batting, Behind 0-2, Yankees' Luis Severino facing 4-5-6","Bottom of the 2nd, Red Sox Batting, Behind 0-2, Yankees' Luis Severino facing 4-5-6","Bottom of the 2nd, Red Sox Batting, Behind 0-2, Yankees' Luis Severino facing 4-5-6"
b2,0-2,0,---,"3,(1-1) BCX",O,BOS,Mitch Moreland,Luis Severino,3%,67%,Groundout: 2B-1B (2B-1B)
b2,0-2,1,---,"3,(0-2) FSX",,BOS,Hanley Ramirez,Luis Severino,-3%,65%,Single to RF (Ground Ball)
b2,0-2,1,1--,"1,(0-0) X",O,BOS,Jackie Bradley Jr.,Luis Severino,3%,68%,Groundout: 1B-SS/Forceout at 2B (Weak 1B)
b2,0-2,2,1--,"2,(0-1) F1X",O,BOS,Josh Rutledge,Luis Severino,3%,70%,Groundout: SS-2B/Forceout at 2B
,,,,,,,,,"0 runs, 1 hit, 0 errors, 1 LOB. Yankees 2, Red Sox 0.","0 runs, 1 hit, 0 errors, 1 LOB. Yankees 2, Red Sox 0.","0 runs, 1 hit, 0 errors, 1 LOB. Yankees 2, Red Sox 0."
"Top of the 3rd, Yankees Batting, Ahead 2-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 3rd, Yankees Batting, Ahead 2-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 3rd, Yankees Batting, Ahead 2-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 3rd, Yankees Batting, Ahead 2-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 3rd, Yankees Batting, Ahead 2-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 3rd, Yankees Batting, Ahead 2-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 3rd, Yankees Batting, Ahead 2-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 3rd, Yankees Batting, Ahead 2-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 3rd, Yankees Batting, Ahead 2-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 3rd, Yankees Batting, Ahead 2-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 3rd, Yankees Batting, Ahead 2-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 3rd, Yankees Batting, Ahead 2-0, Red Sox' Rick Porcello facing 1-2-3"
t3,2-0,0,---,"1,(0-0) X",O,NYY,Brett Gardner,Rick Porcello,-2%,68%,Lineout: CF (Deep CF)
t3,2-0,1,---,"5,(3-1) CBBBB",,NYY,Chase Headley,Rick Porcello,2%,70%,Walk
t3,2-0,1,1--,"4,(1-2) BSST",O,NYY,Matt Holliday,Rick Porcello,-2%,68%,Strikeout Swinging
t3,2-0,2,1--,"1,(0-0) >B",,NYY,Jacoby Ellsbury,Rick Porcello,1%,69%,Headley Steals 2B
t3,2-0,2,-2-,"4,(2-1) >B.BFX",O,NYY,Jacoby Ellsbury,Rick Porcello,-3%,66%,Popfly: 3B (Weak 3B)
,,,,,,,,,"0 runs, 0 hits, 0 errors, 1 LOB. Yankees 2, Red Sox 0.","0 runs, 0 hits, 0 errors, 1 LOB. Yankees 2, Red Sox 0.","0 runs, 0 hits, 0 errors, 1 LOB. Yankees 2, Red Sox 0."
"Bottom of the 3rd, Red Sox Batting, Behind 0-2, Yankees' Luis Severino facing 8-9-1","Bottom of the 3rd, Red Sox Batting, Behind 0-2, Yankees' Luis Severino facing 8-9-1","Bottom of the 3rd, Red Sox Batting, Behind 0-2, Yankees' Luis Severino facing 8-9-1","Bottom of the 3rd, Red Sox Batting, Behind 0-2, Yankees' Luis Severino facing 8-9-1","Bottom of the 3rd, Red Sox Batting, Behind 0-2, Yankees' Luis Severino facing 8-9-1","Bottom of the 3rd, Red Sox Batting, Behind 0-2, Yankees' Luis Severino facing 8-9-1","Bottom of the 3rd, Red Sox Batting, Behind 0-2, Yankees' Luis Severino facing 8-9-1","Bottom of the 3rd, Red Sox Batting, Behind 0-2, Yankees' Luis Severino facing 8-9-1","Bottom of the 3rd, Red Sox Batting, Behind 0-2, Yankees' Luis Severino facing 8-9-1","Bottom of the 3rd, Red Sox Batting, Behind 0-2, Yankees' Luis Severino facing 8-9-1","Bottom of the 3rd, Red Sox Batting, Behind 0-2, Yankees' Luis Severino facing 8-9-1","Bottom of the 3rd, Red Sox Batting, Behind 0-2, Yankees' Luis Severino facing 8-9-1"
b3,0-2,0,---,"5,(1-2) FSFBX",,BOS,Marco Hernandez,Luis Severino,-4%,62%,Single to CF (Ground Ball thru SS-2B)
