Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
t2,0-0,0,1--,"1,(0-0) X",RR,NYY,Aaron Judge,Rick Porcello,15%,69%,Home Run (Fly Ball to Deep RF); Castro Scores/unER
b4,0-2,0,12-,"3,(1-1) *BSX",OO,BOS,Hanley Ramirez,Luis Severino,14%,70%,Ground Ball Double Play: 2B-1B (SS-2B); Betts to 3B
b9,0-3,0,1--,"6,(2-2) BCBCFX",,BOS,Mookie Betts,Aroldis Chapman,-13%,77%,Double to LF (Line Drive to Deep LF-CF); Benintendi to 3B
b9,1-3,1,1-3,"4,(0-2) CCFS",O,BOS,Jackie Bradley Jr.,Aroldis Chapman,12%,90%,Strikeout Swinging
b9,1-3,2,1-3,"8,(2-2) 1BCFBF1FFS",O,BOS,Josh Rutledge,Aroldis Chapman,11%,100%,Strikeout Swinging
