0,1,2
1.0,Alex Verdugo,RF
2.0,Rafael Devers,3B
3.0,Xander Bogaerts,SS
4.0,J.D. Martinez,LF
5.0,Kevin Plawecki,C
6.0,Michael Chavis,DH
7.0,Jackie Bradley Jr.,CF
8.0,Bobby Dalbec,1B
9.0,Jose Peraza,2B
,Robinson Leyer,P
