Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Braves Batting, Tied 0-0, Red Sox' Robinson Leyer facing 1-2-3","Top of the 1st, Braves Batting, Tied 0-0, Red Sox' Robinson Leyer facing 1-2-3","Top of the 1st, Braves Batting, Tied 0-0, Red Sox' Robinson Leyer facing 1-2-3","Top of the 1st, Braves Batting, Tied 0-0, Red Sox' Robinson Leyer facing 1-2-3","Top of the 1st, Braves Batting, Tied 0-0, Red Sox' Robinson Leyer facing 1-2-3","Top of the 1st, Braves Batting, Tied 0-0, Red Sox' Robinson Leyer facing 1-2-3","Top of the 1st, Braves Batting, Tied 0-0, Red Sox' Robinson Leyer facing 1-2-3","Top of the 1st, Braves Batting, Tied 0-0, Red Sox' Robinson Leyer facing 1-2-3","Top of the 1st, Braves Batting, Tied 0-0, Red Sox' Robinson Leyer facing 1-2-3","Top of the 1st, Braves Batting, Tied 0-0, Red Sox' Robinson Leyer facing 1-2-3","Top of the 1st, Braves Batting, Tied 0-0, Red Sox' Robinson Leyer facing 1-2-3","Top of the 1st, Braves Batting, Tied 0-0, Red Sox' Robinson Leyer facing 1-2-3"
t1,0-0,0,---,"4,(1-2) FSBS",O,ATL,Dansby Swanson,Robinson Leyer,-2%,48%,Strikeout Swinging
t1,0-0,1,---,"2,(0-1) CX",,ATL,Freddie Freeman,Robinson Leyer,2%,50%,Single to RF (Line Drive)
t1,0-0,1,1--,"6,(3-2) BBBSSB",,ATL,Marcell Ozuna,Robinson Leyer,3%,54%,Walk; Freeman to 2B
t1,0-0,1,12-,"2,(1-0) BX",O,ATL,Nick Markakis,Robinson Leyer,-4%,49%,Flyball: CF (Deep LF-CF)
t1,0-0,2,12-,"5,(1-2) FSFBS",O,ATL,Travis d'Arnaud,Robinson Leyer,-4%,45%,Strikeout Swinging
,,,,,,,,,"0 runs, 1 hit, 0 errors, 2 LOB. Braves 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 2 LOB. Braves 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 2 LOB. Braves 0, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Tied 0-0, Braves' Robbie Erlin facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Braves' Robbie Erlin facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Braves' Robbie Erlin facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Braves' Robbie Erlin facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Braves' Robbie Erlin facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Braves' Robbie Erlin facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Braves' Robbie Erlin facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Braves' Robbie Erlin facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Braves' Robbie Erlin facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Braves' Robbie Erlin facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Braves' Robbie Erlin facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Braves' Robbie Erlin facing 1-2-3"
b1,0-0,0,---,"4,(3-0) BBBB",,BOS,Alex Verdugo,Robbie Erlin,-3%,42%,Walk
b1,0-0,0,1--,"1,(0-0) X",R,BOS,Rafael Devers,Robbie Erlin,-11%,31%,Double to CF (Line Drive to Deep LF-CF); Verdugo Scores
b1,1-0,0,-2-,"4,(3-0) BBBB",,BOS,Xander Bogaerts,Robbie Erlin,-2%,28%,Walk
b1,1-0,0,12-,"5,(2-2) BCFBX",R,BOS,J.D. Martinez,Robbie Erlin,-10%,18%,Double to CF (Line Drive to Deep LF-CF); Devers Scores; Bogaerts to 3B
b1,2-0,0,-23,"1,(0-0) X",O,BOS,Kevin Plawecki,Robbie Erlin,3%,22%,Popfly: 2B (Short CF)
b1,2-0,1,-23,"5,(2-2) BBFFX",RO,BOS,Michael Chavis,Robbie Erlin,0%,22%,Lineout: CF/Sacrifice Fly (Deep CF-RF); Bogaerts Scores
b1,3-0,2,-2-,"5,(2-2) SCBBS",O,BOS,Jackie Bradley Jr.,Robbie Erlin,2%,24%,Strikeout Swinging
,,,,,,,,,"3 runs, 2 hits, 0 errors, 1 LOB. Braves 0, Red Sox 3.","3 runs, 2 hits, 0 errors, 1 LOB. Braves 0, Red Sox 3.","3 runs, 2 hits, 0 errors, 1 LOB. Braves 0, Red Sox 3."
