Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Christian Arroyo 2B,4.0,0.0,0.0,0.0,0.0,2.0,4.0,0.308,0.345,0.442,0.788,22.0,16.0,-0.045,0.43,0.0,-0.045%,-0.03%,0.53,-0.7,2.0,2.0,
Alex Verdugo CF,4.0,1.0,2.0,0.0,0.0,0.0,4.0,0.325,0.371,0.538,0.908,13.0,8.0,0.014,0.43,0.037,-0.022%,0.01%,0.54,0.7,3.0,0.0,2B
J.D. Martinez DH,2.0,0.0,0.0,0.0,1.0,0.0,4.0,0.359,0.432,0.731,1.163,14.0,6.0,0.063,0.6,0.078,-0.014%,0.05%,0.74,0.4,,,HBP
Xander Bogaerts SS,4.0,0.0,1.0,0.0,0.0,0.0,4.0,0.372,0.41,0.577,0.987,11.0,6.0,-0.066,0.93,0.032,-0.098%,-0.05%,1.15,-1.4,1.0,2.0,GDP
Rafael Devers 3B,4.0,1.0,2.0,1.0,0.0,0.0,4.0,0.276,0.349,0.566,0.915,9.0,7.0,-0.093,0.81,0.009,-0.102%,-0.07%,1.01,0.0,3.0,2.0,"2·2B,GDP"
Marwin Gonzalez RF,4.0,0.0,1.0,1.0,0.0,1.0,4.0,0.224,0.352,0.328,0.68,18.0,13.0,-0.021,0.51,0.026,-0.046%,-0.02%,0.63,-0.1,1.0,0.0,
Bobby Dalbec 1B,3.0,0.0,0.0,0.0,0.0,1.0,3.0,0.255,0.317,0.364,0.68,9.0,7.0,-0.052,0.6,0.0,-0.052%,-0.04%,0.74,-0.8,6.0,0.0,
Franchy Cordero LF,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.2,0.265,0.244,0.51,13.0,10.0,-0.037,0.47,0.0,-0.037%,-0.03%,0.58,-0.6,2.0,0.0,
Kevin Plawecki C,3.0,0.0,0.0,0.0,0.0,2.0,3.0,0.2,0.231,0.24,0.471,12.0,10.0,-0.035,0.44,0.0,-0.035%,-0.03%,0.55,-0.6,9.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,
Nathan Eovaldi P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Austin Brice P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Josh Taylor P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Phillips Valdez P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,31.0,2.0,6.0,2.0,1.0,9.0,33.0,0.194,0.242,0.29,0.533,121.0,83.0,-0.272,0.59,0.182,-0.451%,-0.20%,0.73,-3.1,27.0,6.0,
