Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Mariners Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3","Top of the 1st, Mariners Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3","Top of the 1st, Mariners Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3","Top of the 1st, Mariners Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3","Top of the 1st, Mariners Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3","Top of the 1st, Mariners Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3","Top of the 1st, Mariners Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3","Top of the 1st, Mariners Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3","Top of the 1st, Mariners Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3","Top of the 1st, Mariners Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3","Top of the 1st, Mariners Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3","Top of the 1st, Mariners Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3"
t1,0-0,0,---,"2,(0-1) FX",O,SEA,Mitch Haniger,Nathan Eovaldi,-2%,48%,Flyball: RF (Short CF-RF)
t1,0-0,1,---,"3,(0-2) FCX",,SEA,Ty France,Nathan Eovaldi,4%,52%,Double to RF (Line Drive to Short RF Line)
t1,0-0,1,-2-,"7,(3-2) BBCFFBX",R,SEA,Kyle Seager,Nathan Eovaldi,8%,59%,Single to RF (Ground Ball); France Scores
t1,1-0,1,1--,"4,(2-1) BSBX",O,SEA,Jose Marmolejos,Nathan Eovaldi,-3%,57%,Flyball: CF (Deep CF)
t1,1-0,2,1--,"1,(0-0) X",,SEA,Evan White,Nathan Eovaldi,2%,58%,Single to RF (Ground Ball thru 2B-1B); Seager to 2B
t1,1-0,2,12-,"5,(2-2) CSBBH",,SEA,Taylor Trammell,Nathan Eovaldi,3%,61%,Hit By Pitch; Seager to 3B; White to 2B
t1,1-0,2,123,"3,(1-1) FBX",O,SEA,Luis Torrens,Nathan Eovaldi,-7%,54%,Groundout: SS-2B/Forceout at 2B; Torrens to 1B
,,,,,,,,,"1 run, 3 hits, 0 errors, 3 LOB. Mariners 1, Red Sox 0.","1 run, 3 hits, 0 errors, 3 LOB. Mariners 1, Red Sox 0.","1 run, 3 hits, 0 errors, 3 LOB. Mariners 1, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Behind 0-1, Mariners' Chris Flexen facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Mariners' Chris Flexen facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Mariners' Chris Flexen facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Mariners' Chris Flexen facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Mariners' Chris Flexen facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Mariners' Chris Flexen facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Mariners' Chris Flexen facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Mariners' Chris Flexen facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Mariners' Chris Flexen facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Mariners' Chris Flexen facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Mariners' Chris Flexen facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Mariners' Chris Flexen facing 1-2-3"
