Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Marwin Gonzalez 2B,5.0,0.0,0.0,0.0,0.0,1.0,5.0,0.217,0.312,0.317,0.628,24.0,17.0,-0.058,0.42,0.0,-0.058%,-0.05%,0.56,-1.2,5.0,3.0,
Alex Verdugo CF,4.0,2.0,2.0,1.0,0.0,0.0,4.0,0.279,0.337,0.442,0.78,14.0,13.0,0.087,0.39,0.104,-0.017%,0.07%,0.52,0.6,1.0,0.0,HR
J.D. Martinez DH,4.0,1.0,2.0,0.0,0.0,1.0,4.0,0.345,0.424,0.615,1.038,16.0,12.0,0.023,0.35,0.035,-0.012%,0.02%,0.47,0.4,,,
Xander Bogaerts SS,2.0,2.0,2.0,3.0,1.0,0.0,3.0,0.354,0.414,0.626,1.039,14.0,8.0,0.124,0.76,0.124,0.000%,0.10%,1.02,3.0,0.0,2.0,"HR,2B"
Jonathan Arauz PH-SS,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.333,0.0,0.333,2.0,2.0,0.0,0.01,0.0,0.000%,0%,0.01,-0.3,0.0,0.0,
Rafael Devers 3B,3.0,2.0,2.0,1.0,1.0,0.0,4.0,0.279,0.356,0.571,0.928,12.0,5.0,-0.011,0.68,0.027,-0.038%,-0.01%,0.91,1.3,0.0,4.0,HR
Christian Vazquez C,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.258,0.299,0.352,0.651,14.0,9.0,-0.087,0.76,0.0,-0.087%,-0.07%,1.01,-1.7,6.0,0.0,
Kevin Plawecki C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.243,0.317,0.324,0.641,,,,,,,,,,2.0,0.0,
Hunter Renfroe RF,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.233,0.266,0.405,0.671,17.0,13.0,-0.066,0.67,0.0,-0.066%,-0.05%,0.9,-1.5,1.0,0.0,GDP
Bobby Dalbec 1B,4.0,2.0,2.0,2.0,0.0,0.0,4.0,0.216,0.269,0.405,0.674,12.0,9.0,0.157,0.55,0.172,-0.015%,0.12%,0.73,2.1,11.0,0.0,2·2B
Franchy Cordero LF,4.0,0.0,2.0,2.0,0.0,1.0,4.0,0.167,0.222,0.226,0.448,11.0,9.0,0.048,0.27,0.059,-0.011%,0.04%,0.35,1.7,1.0,1.0,2·2B
,,,,,,,,,,,,,,,,,,,,,,,
Martin Perez P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Phillips Valdez P,,,,,,,,,,,,,,,,,,,,,0.0,1.0,
Darwinzon Hernandez P,,,,,,,,,,,,,,,,,,,,,0.0,1.0,
Austin Brice P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,35.0,9.0,12.0,9.0,2.0,4.0,37.0,0.343,0.378,0.743,1.121,136.0,97.0,0.217,0.52,0.521,-0.304%,0.17%,0.69,4.5,27.0,12.0,
